A,B,C,G,,,,
43719,44304,42224,0,356.24,6.09,22.29,60.34
43719,44304,42224,0,356.37,6.01,22.26,60.36
43782,44304,42224,0,355.98,6.27,22.34,60.48
43782,44580,42224,0,355.89,6.78,22.57,60.60
43782,44580,41795,0,356.23,7.01,22.78,60.72
43782,44580,41795,0,356.33,6.83,22.81,60.74
43714,44580,41795,0,356.52,6.45,22.88,60.86
43714,44029,41795,0,356.46,6.38,22.98,60.98
43714,44029,41707,0,356.48,6.06,22.98,61.09
43714,44029,41707,0,356.51,5.99,22.99,61.12
43896,44029,41707,0,356.44,5.87,23.09,61.24
43896,44710,41707,0,356.47,5.91,23.18,61.36
43896,44710,42134,0,356.45,5.82,23.27,61.47
43896,44710,42134,0,356.54,5.81,23.30,61.50
43902,44710,42134,0,356.82,5.72,23.37,61.62
43902,44671,42134,0,356.97,5.83,23.48,61.74
43902,44671,42165,0,357.33,5.52,23.39,61.85
43902,44671,42165,0,357.33,5.65,23.41,61.88
43964,44671,42165,0,357.59,5.84,23.37,62.00
43964,44647,42165,0,357.24,6.55,23.01,62.12
43964,44647,42154,0,357.08,6.11,23.03,62.23
43964,44647,42154,0,357.05,6.13,23.06,62.26
44000,44647,42154,0,356.80,6.21,23.08,62.38
44000,44597,42154,0,356.72,6.48,23.22,62.49
44000,44597,42152,0,356.77,6.31,23.21,62.61
44000,44597,42152,0,356.62,6.30,23.22,62.64
44092,44597,42152,0,356.45,6.24,23.30,62.75
44092,44515,42152,0,356.97,5.47,23.47,62.87
44092,44515,42158,0,356.32,4.95,23.57,62.99
44092,44515,42158,0,356.13,5.06,23.58,63.02
44368,44515,42158,0,356.32,5.18,23.62,63.13
44368,44303,42158,0,356.57,5.09,23.63,63.25
44368,44303,42076,0,358.13,7.51,24.01,63.37
44368,44303,42076,0,357.50,6.96,24.04,63.39
44441,44303,42076,0,357.10,6.78,24.09,63.51
44441,44263,42076,0,356.87,6.32,24.18,63.63
44441,44263,42071,0,356.75,6.11,24.19,63.75
44441,44263,42071,0,357.00,5.90,24.20,63.77
44441,44263,42071,0,356.73,5.41,24.27,63.89
44441,44357,42071,0,356.49,5.21,24.26,64.01
44441,44357,41934,0,356.48,5.27,24.36,64.13
44441,44357,41934,0,356.47,5.31,24.38,64.15
44478,44357,41934,0,356.56,5.14,24.39,64.27
44478,44638,41934,0,356.23,5.23,24.46,64.39
44478,44638,41668,0,356.31,4.96,24.43,64.51
44478,44638,41668,0,356.34,5.03,24.42,64.53
44450,44638,41668,0,356.34,5.17,24.41,64.65
44450,44767,41668,0,356.13,4.97,24.64,64.77
44450,44767,42202,0,356.12,5.23,24.62,64.89
44450,44767,42202,0,356.16,5.30,24.60,64.91
44410,44767,42202,0,356.07,5.44,24.81,65.03
44410,44091,42202,0,356.20,5.07,24.93,65.15
44410,44091,41662,0,356.58,4.21,24.97,65.26
44410,44091,41662,0,356.49,4.25,24.95,65.29
44343,44091,41662,0,357.76,3.72,24.75,65.41
44343,44289,41662,0,360.18,4.51,24.88,65.53
44343,44289,42099,0,360.18,4.51,25.24,65.64
44343,44289,42099,0,359.71,5.04,25.40,65.67
44073,44289,42099,0,359.71,5.04,26.15,65.79
44073,43787,42099,0,267.83,3.16,26.64,65.91
44073,43787,42136,0,185.02,3.29,26.85,66.02
44073,43787,42136,0,222.08,3.50,27.01,66.05
43490,43787,42136,0,152.97,3.45,28.08,66.16
43490,42928,42136,0,94.80,4.33,28.41,66.28
43490,42928,41638,0,54.02,5.57,28.23,66.39
43490,42928,41638,0,39.31,5.78,28.21,66.42
43272,42928,41638,0,6.72,5.42,28.00,66.54
43272,43038,41638,0,-24.93,4.91,28.19,66.65
43272,43038,42021,0,-45.89,4.30,27.36,66.77
43272,43038,42021,0,-40.06,4.19,27.21,66.79
43787,43038,42021,0,-51.34,3.69,26.59,66.91
43787,44544,42021,0,-55.45,3.81,26.63,67.03
43787,44544,42056,0,-55.51,3.75,27.39,67.15
43787,44544,42056,0,-43.53,3.81,27.50,67.17
44050,44544,42056,0,-42.66,3.68,27.63,67.29
44050,44725,42056,0,-39.50,4.38,27.35,67.41
44050,44725,42107,0,-35.71,4.43,27.44,67.52
44050,44725,42107,0,-26.42,4.49,27.44,67.55
44116,44725,42107,0,-27.36,3.99,28.07,67.67
44116,45363,42107,0,-22.68,4.13,28.17,67.79
44116,45363,41911,0,-20.34,3.79,28.28,67.90
44116,45363,41911,0,-14.33,3.71,28.28,67.93
44457,45363,41911,0,-17.56,4.04,28.47,68.05
44457,45942,41911,0,78.96,4.17,27.88,68.17
44457,45942,41714,0,63.21,3.80,28.42,68.29
44457,45942,41714,0,49.15,3.79,28.41,68.31
44616,45942,41714,0,123.63,4.75,29.00,68.43
44616,45583,41714,0,92.31,6.38,29.87,68.55
44616,45583,41409,0,160.46,9.19,31.13,68.67
44616,45583,41409,0,204.74,8.87,31.40,68.69
44516,45583,41409,0,261.14,10.99,31.17,68.81
44516,45886,41409,0,309.87,11.35,30.31,68.94
44516,45886,41738,0,345.84,11.73,30.68,69.05
44516,45886,41738,0,350.72,11.43,30.75,69.08
44484,45886,41738,0,350.72,11.43,30.58,69.19
44484,46704,41738,0,350.72,11.43,30.47,69.32
44484,46704,41971,0,350.72,11.43,29.69,69.43
44484,46704,41971,0,350.72,11.43,29.51,69.46
44794,46704,41971,0,350.72,11.43,29.19,69.58
44794,47057,41971,0,350.72,11.43,28.94,69.70
44794,47057,42247,0,350.72,11.43,29.32,69.81
44794,47057,42247,0,350.72,11.43,29.40,69.84
44471,47057,42247,0,350.72,11.43,29.92,69.96
44471,47377,42247,0,350.72,11.43,30.54,70.08
44471,47377,42117,0,350.72,11.43,30.46,70.20
44471,47377,42117,0,350.72,11.43,30.40,70.22
44312,47377,42117,0,350.72,11.43,30.14,70.34
44312,47299,42117,0,350.72,11.43,30.31,70.47
44312,47299,42021,0,350.72,11.43,30.61,70.58
44312,47299,42021,0,350.72,11.43,30.77,70.61
44092,47299,42021,0,350.72,11.43,30.39,70.72
44092,46985,42021,0,350.72,11.43,30.50,70.85
44092,46985,41750,0,350.72,11.43,30.97,70.96
44092,46985,41750,0,350.72,11.43,31.03,70.99
43491,46985,41750,0,350.72,11.43,31.27,71.10
43491,47505,41750,0,350.72,11.43,29.64,71.23
43491,47505,41722,0,350.72,11.43,29.54,71.34
43491,47505,41722,0,353.17,20.73,29.51,71.37
43668,47505,41722,0,350.52,21.40,29.72,71.49
43668,46483,41722,0,346.46,21.90,29.68,71.61
43668,46483,42157,0,342.60,22.28,29.78,71.72
43668,46483,42157,0,338.25,22.36,29.84,71.75
43735,46483,42157,0,335.11,22.69,29.64,71.87
43735,47189,42157,0,332.11,22.88,29.84,71.99
43735,47189,42249,0,328.65,21.82,29.86,72.11
43735,47189,42249,0,326.85,21.85,29.84,72.13
43974,47189,42249,0,325.20,22.32,29.65,72.25
43974,47433,42249,0,323.72,22.39,29.72,72.38
43974,47433,42145,0,322.94,22.39,29.76,72.49
43974,47433,42145,0,322.79,22.22,29.76,72.52
43542,47433,42145,0,321.96,22.00,29.71,72.64
43542,47330,42145,0,320.50,22.21,29.42,72.76
43542,47330,41828,0,320.25,22.04,29.49,72.88
43542,47330,41828,0,320.56,21.97,29.52,72.90
43573,47330,41828,0,320.62,22.01,29.58,73.02
43573,47140,41828,0,319.78,21.07,29.95,73.15
43573,47140,41993,0,321.29,21.35,29.75,73.26
43573,47140,41993,0,321.77,21.26,29.73,73.29
43472,47140,41993,0,322.40,21.67,29.85,73.40
43472,47182,41993,0,323.05,21.76,30.17,73.53
43472,47182,42248,0,324.06,21.24,30.46,73.64
43472,47182,42248,0,324.30,20.92,30.53,73.67
44031,47182,42248,0,324.38,20.97,30.53,73.79
44031,47471,42248,0,324.76,20.64,30.72,73.91
44031,47471,42125,0,324.26,20.53,30.84,74.03
44031,47471,42125,0,324.30,20.34,30.87,74.05
43545,47471,42125,0,324.39,20.24,30.95,74.17
43545,47262,42125,0,324.60,20.19,31.15,74.30
43545,47262,41973,0,324.57,20.12,31.11,74.41
43545,47262,41973,0,324.36,20.14,31.11,74.44
43423,47262,41973,0,323.66,20.55,31.12,74.56
43423,47869,41973,0,323.70,20.52,31.15,74.68
43423,47869,41900,0,323.91,20.16,31.18,74.80
43423,47869,41900,0,323.95,20.20,31.18,74.82
43464,47869,41900,0,324.08,20.00,31.12,74.94
43464,47302,41900,0,324.15,19.95,31.16,75.07
43464,47302,42267,0,324.32,19.82,31.35,75.18
43464,47302,42267,0,324.40,19.95,31.38,75.21
43973,47302,42267,0,324.85,19.97,31.40,75.32
43973,47484,42267,0,324.77,20.27,31.53,75.45
43973,47484,42120,0,325.31,20.10,31.46,75.57
43973,47484,42120,0,325.33,20.02,31.43,75.59
43552,47484,42120,0,325.28,20.29,31.42,75.71
43552,47298,42120,0,325.57,20.28,31.07,75.83
43552,47298,41910,0,325.59,20.20,31.04,75.95
43552,47298,41910,0,325.40,20.22,31.04,75.98
43432,47298,41910,0,325.03,20.04,31.09,76.09
43432,47206,41910,0,324.97,20.21,31.24,76.22
43432,47206,41938,0,325.16,20.52,31.26,76.33
43432,47206,41938,0,325.31,20.48,31.27,76.36
43542,47206,41938,0,325.20,20.67,31.27,76.48
43542,47869,41938,0,325.29,20.61,31.30,76.60
43542,47869,42280,0,325.03,20.70,31.38,76.72
43542,47869,42280,0,325.13,20.57,31.40,76.74
44099,47869,42280,0,324.96,20.59,31.49,76.86
44099,47392,42280,0,325.13,20.81,31.59,76.99
44099,47392,42067,0,325.34,20.75,31.54,77.10
44099,47392,42067,0,325.35,20.67,31.53,77.13
43566,47392,42067,0,325.17,20.41,31.68,77.25
43566,47282,42067,0,325.11,20.18,31.77,77.37
43566,47282,41950,0,324.95,20.18,31.85,77.49
43566,47282,41950,0,324.96,20.12,31.87,77.51
43431,47282,41950,0,324.84,20.34,31.85,77.63
43431,47907,41950,0,324.76,19.92,31.98,77.76
43431,47907,41917,0,324.83,20.01,32.11,77.87
43431,47907,41917,0,324.84,20.07,32.17,77.90
43496,47907,41917,0,324.70,20.08,32.26,78.01
43496,47247,41917,0,324.11,20.28,32.38,78.14
43496,47247,42277,0,323.36,21.23,32.42,78.25
43496,47247,42277,0,323.19,21.41,32.41,78.28
43962,47247,42277,0,321.94,22.15,32.53,78.40
43962,47531,42277,0,322.22,22.66,32.35,78.52
43962,47531,42373,0,321.75,23.10,32.65,78.64
43962,47531,42373,0,321.39,23.22,32.72,78.67
43755,47531,42373,0,321.53,23.25,32.96,78.78
43755,47547,42373,0,321.36,23.07,33.32,78.91
43755,47547,41855,0,320.93,23.40,33.46,79.02
43755,47547,41855,0,320.93,23.31,33.53,79.05
43694,47547,41855,0,320.13,23.65,33.57,79.17
43694,48134,41855,0,317.83,24.27,33.73,79.29
43694,48134,42279,0,316.68,25.30,33.72,79.41
43694,48134,42279,0,316.78,25.40,33.73,79.44
44152,48134,42279,0,316.40,26.35,33.92,79.56
44152,47580,42279,0,316.54,26.28,34.13,79.68
44152,47580,42657,0,316.50,26.46,34.18,79.80
44152,47580,42657,0,316.09,26.42,34.24,79.82
43652,47580,42657,0,316.11,26.38,34.67,79.94
43652,48038,42657,0,316.18,26.21,34.84,80.07
43652,48038,42260,0,315.88,26.48,35.23,80.18
43652,48038,42260,0,315.75,26.54,35.28,80.21
43724,48038,42260,0,316.15,26.04,35.11,80.33
43724,47675,42260,0,315.84,25.84,35.14,80.45
43724,47675,42469,0,315.98,26.17,35.08,80.57
43724,47675,42469,0,315.99,26.34,35.09,80.59
44125,47675,42469,0,316.00,26.50,35.07,80.71
44125,48031,42469,0,315.47,26.60,35.16,80.84
44125,48031,42602,0,315.59,27.10,35.11,80.96
44125,48031,42602,0,315.71,27.02,35.11,80.98
44138,48031,42602,0,315.86,26.91,35.20,81.10
44138,48058,42602,0,316.31,26.86,35.11,81.23
44138,48058,42249,0,316.17,26.80,35.20,81.34
44138,48058,42249,0,316.10,26.84,35.20,81.37
43740,48058,42249,0,316.00,26.72,35.25,81.49
43740,47543,42249,0,316.21,26.59,35.22,81.61
43740,47543,42511,0,316.43,27.02,35.14,81.73
43740,47543,42511,0,316.57,27.02,35.14,81.75
44340,47543,42511,0,316.45,27.15,35.19,81.87
44340,48379,42511,0,316.40,26.97,35.28,82.00
44340,48379,42426,0,316.73,26.78,35.35,82.12
44340,48379,42426,0,316.80,26.74,35.37,82.14
44073,48379,42426,0,317.30,26.39,35.37,82.26
44073,47400,42426,0,317.00,26.43,35.65,82.39
44073,47400,42165,0,316.84,26.73,35.63,82.50
44073,47400,42165,0,316.74,26.79,35.64,82.53
44465,47400,42165,0,314.99,28.03,35.34,82.65
44465,47998,42165,0,314.53,28.62,35.00,82.77
44465,47998,42849,0,313.21,28.11,35.29,82.89
44465,47998,42849,0,313.39,28.46,35.28,82.92
44320,47998,42849,0,313.06,28.22,35.62,83.04
44320,47634,42849,0,313.04,29.79,35.86,83.16
44320,47634,42324,0,311.92,31.54,36.48,83.28
44320,47634,42324,0,311.93,31.46,36.61,83.30
43913,47634,42324,0,311.85,33.67,36.82,83.42
43913,47476,42324,0,311.67,33.28,37.27,83.55
43913,47476,42518,0,310.84,33.96,37.97,83.66
43913,47476,42518,0,311.39,33.37,38.12,83.69
44415,47476,42518,0,310.86,33.86,38.31,83.81
44415,48383,42518,0,312.26,32.32,38.16,83.94
44415,48383,42711,0,312.60,32.14,38.11,84.05
44415,48383,42711,0,312.52,32.23,38.11,84.08
43958,48383,42711,0,312.71,31.10,38.25,84.20
43958,48047,42711,0,312.81,31.31,38.33,84.32
43958,48047,42401,0,313.16,31.50,38.36,84.44
43958,48047,42401,0,313.31,31.37,38.39,84.46
44270,48047,42401,0,313.46,30.94,38.35,84.58
44270,47949,42401,0,313.25,29.96,38.82,84.71
44270,47949,42826,0,313.01,29.69,38.94,84.83
44270,47949,42826,0,312.60,30.05,38.96,84.85
44335,47949,42826,0,311.90,31.09,38.74,84.97
44335,47728,42826,0,311.22,31.53,38.80,85.10
44335,47728,42319,0,308.94,32.95,39.17,85.21
44335,47728,42319,0,308.89,32.99,39.29,85.24
43939,47728,42319,0,306.74,34.13,39.48,85.36
43939,48350,42319,0,306.65,35.40,40.52,85.48
43939,48350,42661,0,306.10,35.10,40.39,85.60
43939,48350,42661,0,305.91,35.85,40.21,85.63
44091,48350,42661,0,305.29,35.63,40.67,85.75
44091,48475,42661,0,306.26,36.34,40.75,85.87
44091,48475,42608,0,305.38,37.05,40.76,85.99
44091,48475,42608,0,305.99,36.14,40.66,86.02
43779,48475,42608,0,307.24,35.30,40.52,86.13
43779,48680,42608,0,308.34,33.39,41.37,86.26
43779,48680,42785,0,308.58,34.88,41.13,86.38
43779,48680,42785,0,308.22,34.96,41.09,86.40
44336,48680,42785,0,309.63,33.11,40.98,86.52
44336,48096,42785,0,310.79,32.39,40.60,86.65
44336,48096,42749,0,310.78,30.95,40.99,86.77
44336,48096,42749,0,310.59,30.65,41.07,86.79
43904,48096,42749,0,310.48,30.14,41.14,86.91
43904,48023,42749,0,311.02,30.24,41.14,87.04
43904,48023,42370,0,311.27,29.88,41.18,87.15
43904,48023,42370,0,311.56,29.75,41.18,87.18
44315,48023,42370,0,312.65,28.07,41.32,87.30
44315,47926,42370,0,313.85,28.49,41.13,87.42
44315,47926,42527,0,313.65,27.95,41.07,87.54
44315,47926,42527,0,313.22,28.01,41.08,87.57
44017,47926,42527,0,313.78,28.52,40.97,87.68
44017,47572,42527,0,314.84,27.26,41.31,87.81
44017,47572,42064,0,316.91,25.60,41.22,87.92
44017,47572,42064,0,317.33,25.02,41.14,87.95
43822,47572,42064,0,320.07,24.89,40.01,88.07
43822,47246,42064,0,322.21,21.50,39.71,88.19
43822,47246,41835,0,324.24,20.32,39.15,88.31
43822,47246,41835,0,324.23,20.54,39.05,88.33
44147,47246,41835,0,326.92,19.91,37.87,88.45
44147,47489,41835,0,328.77,19.95,37.07,88.58
44147,47489,41996,0,327.76,22.13,36.80,88.69
44147,47489,41996,0,327.98,22.18,36.75,88.72
44747,47489,41996,0,329.09,21.46,36.24,88.84
44747,47613,41996,0,330.15,24.65,35.35,88.97
44747,47613,42139,0,331.87,27.24,34.24,89.08
44747,47613,42139,0,332.18,27.34,33.95,89.11
44686,47613,42139,0,340.92,31.02,30.46,89.23
44686,44611,42139,0,348.46,36.74,27.75,89.35
44686,44611,42049,0,350.17,39.07,25.95,89.46
44686,44611,42049,0,350.13,38.53,25.39,89.49
44019,44611,42049,0,357.30,43.07,21.25,89.61
44019,43792,42049,0,361.88,46.80,19.59,89.72
44019,43792,42583,0,265.05,46.53,18.52,89.84
44019,43792,42583,0,201.62,45.88,18.13,89.87
44308,43792,42583,0,134.69,47.64,17.48,89.98
44308,44604,42583,0,78.06,50.22,17.48,90.10
44308,44604,42539,0,35.10,50.61,16.55,90.22
44308,44604,42539,0,24.35,50.62,16.40,90.25
44360,44604,42539,0,-4.74,50.66,15.13,90.37
44360,44706,42539,0,-25.50,50.09,15.05,90.49
44360,44706,42514,0,-38.32,50.38,14.69,90.60
44360,44706,42514,0,-28.90,50.76,14.61,90.63
44251,44706,42514,0,-43.90,45.19,18.43,90.75
44251,42436,42514,0,-47.94,47.28,19.27,90.86
44251,42436,42680,0,-47.09,49.17,19.38,90.98
44251,42436,42680,0,-35.99,49.60,19.50,91.00
44406,42436,42680,0,-34.25,50.76,19.44,91.12
44406,43105,42680,0,-32.51,53.68,19.58,91.24
44406,43105,42797,0,-19.22,61.63,17.13,91.36
44406,43105,42797,0,-7.90,62.54,16.51,91.38
44897,43105,42797,0,-4.96,62.17,15.90,91.50
44897,42055,42797,0,1.71,62.83,15.73,91.62
44897,42055,42882,0,7.22,60.75,16.00,91.73
44897,42055,42882,0,13.07,60.47,16.04,91.76
44494,42055,42882,0,16.47,59.91,16.95,91.88
44494,42139,42882,0,20.24,59.49,17.06,91.99
44494,42139,42920,0,18.66,60.25,16.64,92.11
44494,42139,42920,0,18.21,59.40,16.90,92.14
44337,42139,42920,0,23.78,62.12,14.88,92.25
44337,42603,42920,0,29.06,64.81,13.99,92.37
44337,42603,43681,0,37.79,70.72,10.85,92.49
44337,42603,43681,0,40.55,70.67,10.12,92.51
44727,42603,43681,0,43.97,70.38,8.71,92.63
44727,42906,43681,0,48.45,71.17,8.18,92.75
44727,42906,43764,0,55.55,74.93,3.22,92.87
44727,42906,43764,0,57.37,74.52,2.25,92.89
44641,42906,43764,0,62.05,76.13,0.62,93.01
44641,42421,43764,0,68.46,80.58,0.80,93.13
44641,42421,43494,0,74.34,81.70,0.18,93.25
44641,42421,43494,0,74.90,81.20,0.13,93.27
44314,42421,43494,0,77.21,81.81,-0.25,93.39
44314,42882,43494,0,81.63,81.09,-0.35,93.51
44314,42882,43534,0,83.34,80.69,-0.64,93.63
44314,42882,43534,0,82.86,80.58,-0.86,93.65
44485,42882,43534,0,86.11,79.72,-4.05,93.77
44485,42807,43534,0,89.62,77.85,-7.92,93.89
44485,42807,43708,0,89.26,78.81,-8.19,94.01
44485,42807,43708,0,87.39,79.32,-8.23,94.03
44983,42807,43708,0,87.90,80.70,-8.54,94.15
44983,42150,43708,0,88.13,82.30,-7.38,94.27
44983,42150,43759,0,89.66,81.77,-8.51,94.38
44983,42150,43759,0,89.42,82.90,-8.86,94.41
45231,42150,43759,0,89.40,84.59,-8.36,94.53
45231,41767,43759,0,91.87,85.26,-10.42,94.65
45231,41767,43831,0,89.26,84.55,-10.49,94.76
45231,41767,43831,0,89.33,85.88,-10.72,94.79
44760,41767,43831,0,86.93,86.14,-10.55,94.91
44760,40075,43831,0,85.95,85.55,-11.06,95.02
44760,40075,43425,0,84.62,85.31,-12.12,95.14
44760,40075,43425,0,84.67,85.17,-12.43,95.16
44990,40075,43425,0,84.03,84.15,-14.28,95.28
44990,39243,43425,0,83.64,83.40,-15.34,95.39
44990,39243,43557,0,81.56,80.77,-16.13,95.51
44990,39243,43557,0,82.70,82.22,-16.47,95.54
44315,39243,43557,0,81.53,81.07,-17.74,95.66
44315,38858,43557,0,81.14,78.97,-20.25,95.76
44315,38858,44112,0,81.98,78.83,-22.88,95.88
44315,38858,44112,0,81.68,77.92,-23.30,95.91
44549,38858,44112,0,82.19,76.43,-26.61,96.03
44549,38945,44112,0,81.73,73.85,-30.15,96.14
44549,38945,44139,0,81.35,71.36,-32.63,96.26
44549,38945,44139,0,80.92,69.39,-33.10,96.28
44640,38945,44139,0,80.26,66.48,-35.53,96.40
44640,38604,44139,0,79.74,61.33,-38.66,96.51
44640,38604,44456,0,79.63,57.17,-40.93,96.63
44640,38604,44456,0,79.81,54.49,-41.47,96.65
44133,38604,44456,0,80.19,49.41,-44.24,96.77
44133,38716,44456,0,80.01,44.52,-45.39,96.88
44133,38716,44895,0,79.20,38.47,-46.25,97.00
44133,38716,44895,0,78.81,34.74,-46.39,97.03
44580,38716,44895,0,77.53,27.43,-46.90,97.15
44580,38595,44895,0,77.95,19.14,-48.94,97.25
44580,38595,44109,0,77.56,10.15,-49.81,97.37
44580,38595,44109,0,77.54,6.93,-49.91,97.40
44964,38595,44109,0,78.33,0.33,-51.39,97.52
44964,38734,44109,0,77.96,89.05,-51.95,97.63
44964,38734,44491,0,77.40,167.19,-51.50,97.75
44964,38734,44491,0,77.52,214.64,-51.51,97.77
44045,38734,44491,0,78.12,266.96,-52.47,97.89
44045,38712,44491,0,78.47,306.99,-52.41,98.00
44045,38712,44756,0,78.68,340.73,-53.24,98.12
44045,38712,44756,0,78.80,345.09,-53.46,98.15
44607,38712,44756,0,79.00,369.19,-53.63,98.27
44607,38990,44756,0,79.00,369.19,-54.01,98.37
44607,38990,44910,0,79.00,369.19,-54.16,98.49
44607,38990,44910,0,79.00,369.19,-54.16,98.52
44567,38990,44910,0,79.00,369.19,-54.13,98.64
44567,39002,44910,0,79.00,369.19,-53.69,98.75
44567,39002,44320,0,79.00,369.19,-53.36,98.86
44567,39002,44320,0,79.00,369.19,-53.40,98.89
44050,39002,44320,0,79.00,369.19,-53.56,99.01
44050,39004,44320,0,79.00,369.19,-53.35,99.12
44050,39004,44720,0,79.00,369.19,-53.48,99.23
44050,39004,44720,0,79.00,369.19,-53.57,99.26
44300,39004,44720,0,79.00,369.19,-53.61,99.38
44300,38997,44720,0,79.00,369.19,-54.27,99.49
44300,38997,44528,0,79.00,369.19,-54.36,99.61
44300,38997,44528,0,79.00,369.19,-54.27,99.63
44949,38997,44528,0,79.00,369.19,-54.44,99.75
44949,39088,44528,0,79.00,369.19,-54.15,99.86
44949,39088,44578,0,79.00,369.19,-54.07,99.98
44949,39088,44578,0,79.00,369.19,-54.08,100.00
44220,39088,44578,0,79.00,369.19,-54.36,100.12
44220,39254,44578,0,79.00,369.19,-54.43,100.23
44220,39254,44946,0,79.00,369.19,-54.52,100.35
44220,39254,44946,0,78.53,355.87,-54.55,100.38
44627,39254,44946,0,78.53,352.27,-54.95,100.50
44627,39195,44946,0,78.73,346.44,-55.72,100.60
44627,39195,44278,0,79.15,340.41,-57.37,100.72
44627,39195,44278,0,79.27,335.29,-57.82,100.75
44921,39195,44278,0,79.58,328.86,-60.36,100.87
44921,39246,44278,0,80.12,321.17,-61.88,100.98
44921,39246,44440,0,81.12,314.00,-63.97,101.10
44921,39246,44440,0,80.95,310.85,-64.45,101.12
44603,39246,44440,0,79.59,306.77,-64.40,101.24
44603,38680,44440,0,80.68,303.66,-64.96,101.35
44603,38680,44800,0,79.23,300.32,-66.08,101.47
44603,38680,44800,0,79.12,299.35,-66.24,101.50
44549,38680,44800,0,79.32,295.35,-66.20,101.62
44549,38971,44800,0,78.67,293.98,-67.35,101.73
44549,38971,45304,0,78.98,291.39,-67.34,101.85
44549,38971,45304,0,79.31,291.73,-67.30,101.87
44861,38971,45304,0,78.30,288.52,-67.61,101.99
44861,39118,45304,0,78.45,288.78,-67.25,102.10
44861,39118,44223,0,77.97,287.38,-66.87,102.22
44861,39118,44223,0,78.29,289.00,-66.75,102.25
44840,39118,44223,0,78.40,289.54,-66.49,102.37
44840,39297,44223,0,77.32,291.31,-65.37,102.48
44840,39297,44563,0,77.38,293.36,-64.42,102.60
44840,39297,44563,0,77.91,294.81,-64.37,102.62
44849,39297,44563,0,78.14,295.31,-63.76,102.74
44849,38893,44563,0,77.43,299.91,-63.97,102.85
44849,38893,44129,0,77.68,301.29,-63.43,102.97
44849,38893,44129,0,77.77,301.47,-63.29,103.00
44107,38893,44129,0,78.29,304.37,-62.71,103.12
44107,39249,44129,0,78.59,306.07,-61.97,103.23
44107,39249,44933,0,79.10,305.70,-61.94,103.35
44107,39249,44933,0,78.91,305.63,-61.91,103.37
44293,39249,44933,0,77.46,306.12,-62.16,103.49
44293,39278,44933,0,77.15,307.62,-61.97,103.60
44293,39278,44068,0,75.73,309.18,-61.51,103.72
44293,39278,44068,0,76.03,308.94,-61.36,103.75
44842,39278,44068,0,75.26,310.95,-60.59,103.87
44842,39244,44068,0,75.02,312.25,-58.61,103.97
44842,39244,43916,0,74.75,314.82,-57.04,104.09
44842,39244,43916,0,74.84,316.29,-56.66,104.12
44009,39244,43916,0,74.14,319.43,-56.42,104.24
44009,38685,43916,0,74.77,322.18,-56.43,104.35
44009,38685,44716,0,75.12,324.96,-56.05,104.47
44009,38685,44716,0,75.22,325.66,-55.97,104.49
44540,38685,44716,0,75.18,328.75,-55.33,104.61
44540,38890,44716,0,75.66,329.76,-54.83,104.72
44540,38890,44619,0,75.78,331.25,-53.98,104.84
44540,38890,44619,0,75.95,331.09,-53.82,104.87
44350,38890,44619,0,75.79,333.22,-53.44,104.99
44350,38620,44619,0,75.60,335.28,-52.51,105.09
44350,38620,44113,0,75.61,338.52,-51.32,105.21
44350,38620,44113,0,75.33,339.71,-50.99,105.24
44781,38620,44113,0,75.15,342.58,-49.87,105.36
44781,38371,44113,0,74.85,346.86,-48.77,105.47
44781,38371,44066,0,75.02,350.58,-47.16,105.58
44781,38371,44066,0,75.16,351.88,-46.82,105.61
44037,38371,44066,0,75.20,266.81,-44.93,105.73
44037,38316,44066,0,75.49,191.23,-44.33,105.84
44037,38316,44372,0,75.05,124.28,-42.95,105.96
44037,38316,44372,0,74.88,91.77,-42.51,105.98
44687,38316,44372,0,74.53,48.27,-40.48,106.10
44687,38064,44372,0,74.39,17.87,-39.35,106.21
44687,38064,43893,0,73.39,-5.00,-36.85,106.33
44687,38064,43893,0,73.44,-2.22,-36.47,106.35
44034,38064,43893,0,73.16,-17.94,-35.02,106.47
44034,38067,43893,0,72.71,-23.80,-33.22,106.58
44034,38067,44054,0,73.49,-25.05,-31.69,106.70
44034,38067,44054,0,73.31,-13.21,-31.39,106.72
43956,38067,44054,0,74.15,-13.47,-29.64,106.84
43956,37925,44054,0,73.43,-7.46,-26.84,106.95
43956,37925,43592,0,72.88,-0.60,-24.31,107.06
43956,37925,43592,0,72.69,10.30,-23.93,107.09
