"A","B","C","G","","","","","",""
"59034","51568","32995","4","358.83","241.97","118.95","155.63","",""
"53909","51568","32995","4","358.83","241.97","119.08","155.77","",""
"53909","48754","32995","4","358.83","241.97","119.38","155.89","",""
"53909","48754","32347","4","358.83","241.97","119.59","155.99","",""
"53909","48754","32347","4","358.83","241.97","119.63","156.01","",""
"52433","48754","32347","4","358.83","241.97","119.39","156.15","",""
"52433","48507","32347","4","358.83","241.97","119.47","156.27","",""
"52433","48507","31991","4","358.83","241.97","119.42","156.37","",""
"52433","48507","31991","4","358.83","241.97","119.47","156.39","",""
"52240","48507","31991","4","358.83","241.97","119.52","156.53","",""
"52240","48527","31991","4","358.83","241.97","119.55","156.65","",""
"52240","48527","32251","4","358.83","241.97","119.61","156.75","",""
"52240","48527","32251","4","358.83","241.97","119.61","156.77","",""
"51965","48527","32251","4","358.83","241.97","119.57","156.91","",""
"51965","48502","32251","4","358.83","241.97","119.81","157.03","",""
"51965","48502","32256","4","358.83","241.97","120.09","157.13","",""
"51965","48502","32256","4","358.83","241.97","120.19","157.15","",""
"52011","48502","32256","4","357.77","325.73","120.53","157.29","",""
"52011","48185","32256","4","354.73","321.71","120.47","157.41","",""
"52011","48185","32265","4","352.09","317.70","120.60","157.51","",""
"52011","48185","32265","4","350.09","314.19","120.61","157.53","",""
"52961","48185","32265","4","348.57","312.95","120.74","157.67","",""
"52961","46698","32265","4","346.15","310.17","120.92","157.79","",""
"52961","46698","32106","4","345.45","308.06","121.52","157.89","",""
"52961","46698","32106","4","345.49","306.76","121.66","157.91","",""
"52660","46698","32106","4","344.95","305.88","121.99","158.05","",""
"52660","43354","32106","4","344.45","304.83","122.27","158.17","",""
"52660","43354","32536","4","343.71","303.43","122.37","158.26","",""
"52660","43354","32536","4","343.60","303.30","122.41","158.29","",""
"53391","43354","32536","4","343.37","302.20","122.40","158.42","",""
"53391","43803","32536","4","344.36","301.72","122.36","158.54","",""
"53391","43803","31893","4","343.86","301.01","122.19","158.64","",""
"53391","43803","31893","4","344.11","301.16","122.20","158.66","",""
"53801","43803","31893","4","343.75","300.63","122.15","158.80","",""
"53801","44640","31893","4","342.76","300.14","122.18","158.92","",""
"53801","44640","32041","4","343.06","300.01","122.24","159.01","",""
"53801","44640","32041","4","343.43","300.49","122.25","159.04","",""
"54666","44640","32041","4","343.73","300.79","122.31","159.18","",""
"54666","44652","32041","4","344.41","300.97","122.35","159.30","",""
"54666","44652","32028","4","344.99","301.52","122.54","159.39","",""
"54666","44652","32028","4","345.50","302.02","122.54","159.42","",""
"54656","44652","32028","4","345.50","301.32","122.56","159.56","",""
"54656","45239","32028","4","344.96","301.23","122.78","159.68","",""
"54656","45239","32960","4","346.39","301.36","122.91","159.78","",""
"54656","45239","32960","4","346.74","301.68","122.87","159.80","",""
"54085","45239","32960","4","345.79","302.25","122.06","159.94","",""
"54085","44116","32960","4","345.33","300.29","121.93","160.06","",""
"54085","44116","33183","4","345.21","297.97","121.73","160.16","",""
"54085","44116","33183","4","344.64","298.04","121.68","160.18","",""
"53503","44116","33183","4","343.56","293.22","122.65","160.32","",""
"53503","44618","33183","4","344.11","290.82","123.18","160.44","",""
"53503","44618","33113","4","344.69","290.39","123.78","160.53","",""
"53503","44618","33113","4","344.86","290.73","123.89","160.56","",""
"53520","44618","33113","4","348.17","292.42","123.77","160.70","",""
"53520","44142","33113","4","348.57","291.76","124.95","160.82","",""
"53520","44142","31881","4","347.79","289.18","125.40","160.91","",""
"53520","44142","31881","4","344.80","287.63","125.46","160.94","",""
"54752","44142","31881","4","343.42","293.26","127.33","161.08","",""
"54752","44678","31881","4","346.19","294.67","129.11","161.20","",""
"54752","44678","31698","4","253.46","295.59","129.74","161.29","",""
"54752","44678","31698","4","193.98","295.44","129.88","161.32","",""
"54325","44678","31698","4","214.97","294.76","129.61","161.46","",""
"54325","44550","31698","4","241.95","293.13","129.39","161.58","",""
"54325","44550","31860","4","266.48","292.71","129.22","161.67","",""
"54325","44550","31860","4","286.05","292.63","129.22","161.69","",""
"54926","44550","31860","4","303.48","292.85","129.54","161.84","",""
"54926","44544","31860","4","220.13","293.47","129.60","161.95","",""
"54926","44544","31396","4","153.23","293.29","129.64","162.05","",""
"54926","44544","31396","4","197.10","293.27","129.64","162.07","",""
"55130","44544","31396","4","226.71","293.42","129.62","162.21","",""
"55130","44730","31396","4","257.49","292.89","129.74","162.33","",""
"55130","44730","31941","4","284.11","291.93","129.82","162.43","",""
"55130","44730","31941","4","301.97","291.71","129.86","162.45","",""
"54928","44730","31941","4","323.36","290.05","129.64","162.59","",""
"54928","44492","31941","4","338.94","289.14","129.55","162.71","",""
"54928","44492","31949","4","350.04","289.49","129.56","162.81","",""
"54928","44492","31949","4","352.52","289.56","129.57","162.83","",""
"54874","44492","31949","4","363.33","290.48","129.76","162.97","",""
"54874","44492","31949","4","363.33","290.48","129.84","163.09","",""
"54874","44492","31693","4","363.33","290.48","129.79","163.18","",""
"54874","44492","31693","4","363.33","290.48","129.82","163.21","",""
"52830","44492","31693","4","276.67","291.47","129.80","163.35","",""
"52830","42417","31693","4","294.87","291.64","129.87","163.46","",""
"52830","42417","31864","4","310.73","291.82","129.84","163.55","",""
"52830","42417","31864","4","320.93","291.59","129.85","163.58","",""
"52999","42417","31864","4","331.92","290.76","129.80","163.72","",""
"52999","43821","31864","4","341.77","290.33","129.90","163.84","",""
"52999","43821","31691","4","347.85","290.18","129.84","163.93","",""
"52999","43821","31691","4","350.47","290.14","129.83","163.95","",""
"54019","43821","31691","4","356.27","290.85","129.84","164.09","",""
"54019","44660","31691","4","359.33","291.46","129.77","164.21","",""
"54019","44660","31781","4","359.33","291.46","129.78","164.31","",""
"54019","44660","31781","4","359.33","291.46","129.79","164.33","",""
"54945","44660","31781","4","359.33","291.46","129.80","164.47","",""
"54945","44806","31781","4","359.33","291.46","129.74","164.59","",""
"54945","44806","31733","4","359.33","291.46","129.70","164.68","",""
"54945","44806","31733","4","359.33","291.46","129.70","164.71","",""
"53452","44806","31733","4","359.33","291.46","129.87","164.84","",""
"53452","42150","31733","4","359.33","291.46","129.80","164.96","",""
"53452","42150","32160","4","359.33","291.46","129.78","165.05","",""
"53452","42150","32160","4","359.33","291.46","129.75","165.08","",""
"53743","42150","32160","4","359.33","291.46","129.87","165.21","",""
"53743","43686","32160","4","359.33","291.46","129.98","165.33","",""
"53743","43686","31684","4","359.33","291.46","130.00","165.42","",""
"53743","43686","31684","4","359.33","291.46","130.00","165.45","",""
"54919","43686","31684","4","359.33","291.46","130.14","165.59","",""
"54919","44751","31684","4","359.33","291.46","130.25","165.71","",""
"54919","44751","31794","4","359.33","291.46","130.36","165.80","",""
"54919","44751","31794","4","359.33","291.46","130.40","165.83","",""
"53280","44751","31794","4","359.33","291.46","130.38","165.96","",""
"53280","42290","31794","4","359.60","291.78","130.23","166.08","",""
"53280","42290","31893","4","359.59","291.85","130.35","166.17","",""
"53280","42290","31893","4","358.52","291.76","130.37","166.20","",""
"52989","42290","31893","4","359.40","291.71","130.39","166.33","",""
"52989","43800","31893","4","358.63","291.54","130.49","166.45","",""
"52989","43800","31709","4","357.92","291.09","130.50","166.54","",""
"52989","43800","31709","4","357.00","291.02","130.53","166.57","",""
"54020","43800","31709","4","356.79","290.79","130.59","166.71","",""
"54020","44638","31709","4","356.00","290.80","130.71","166.83","",""
"54020","44638","31829","4","355.02","290.69","130.79","166.92","",""
"54020","44638","31829","4","355.14","290.75","130.81","166.95","",""
"54844","44638","31829","4","354.84","290.76","130.88","167.09","",""
"54844","44606","31829","4","354.26","290.52","131.06","167.21","",""
"54844","44606","31828","4","353.98","290.46","131.23","167.30","",""
"54844","44606","31828","4","354.27","290.41","131.27","167.33","",""
"54840","44606","31828","4","354.30","290.30","131.24","167.47","",""
"54840","44611","31828","4","354.43","290.50","131.41","167.59","",""
"54840","44611","31814","4","354.20","290.73","131.60","167.68","",""
"54840","44611","31814","4","355.37","290.89","131.64","167.71","",""
"54842","44611","31814","4","355.48","291.14","131.72","167.85","",""
"54842","44601","31814","4","355.18","291.07","131.77","167.97","",""
"54842","44601","31832","4","355.12","291.16","131.83","168.06","",""
"54842","44601","31832","4","355.20","291.16","131.83","168.09","",""
"54852","44601","31832","4","356.28","291.21","131.99","168.23","",""
"54852","44636","31832","4","356.36","291.23","132.12","168.35","",""
"54852","44636","31790","4","355.55","291.13","132.12","168.44","",""
"54852","44636","31790","4","354.72","291.08","132.14","168.47","",""
"54865","44636","31790","4","354.59","291.27","132.31","168.61","",""
"54865","44617","31790","4","354.97","291.60","132.36","168.73","",""
"54865","44617","31818","4","355.77","291.84","132.42","168.82","",""
"54865","44617","31818","4","356.35","291.95","132.43","168.85","",""
"54853","44617","31818","4","356.38","292.83","131.93","168.99","",""
"54853","44656","31818","4","356.18","292.97","131.57","169.11","",""
"54853","44656","31812","4","356.06","292.93","131.50","169.20","",""
"54853","44656","31812","4","355.20","292.94","131.47","169.23","",""
"54871","44656","31812","4","354.17","292.24","131.81","169.37","",""
"54871","44606","31812","4","353.43","292.27","131.84","169.49","",""
"54871","44606","31787","4","353.07","292.17","131.88","169.58","",""
"54871","44606","31787","4","353.73","291.92","131.86","169.61","",""
"54902","44606","31787","4","353.31","291.32","132.20","169.75","",""
"54902","44619","31787","4","353.32","291.23","132.21","169.87","",""
"54902","44619","31810","4","352.42","291.32","132.33","169.96","",""
"54902","44619","31810","4","352.57","291.46","132.37","169.98","",""
"54884","44619","31810","4","352.97","292.11","132.76","170.13","",""
"54884","44562","31810","4","352.68","292.11","132.79","170.24","",""
"54884","44562","31770","4","352.61","292.22","132.96","170.34","",""
"54884","44562","31770","4","352.97","292.17","132.99","170.36","",""
"54934","44562","31770","4","352.56","292.12","133.27","170.50","",""
"54934","44596","31770","4","352.64","292.38","133.40","170.62","",""
"54934","44596","31789","4","352.05","292.28","133.42","170.72","",""
"54934","44596","31789","4","351.97","292.23","133.45","170.74","",""
"54890","44596","31789","4","352.15","292.39","133.50","170.88","",""
"54890","44550","31789","4","351.41","292.36","133.50","171.00","",""
"54890","44550","31810","4","352.06","292.55","133.54","171.10","",""
"54890","44550","31810","4","352.48","292.62","133.55","171.12","",""
"54947","44550","31810","4","352.84","292.59","133.81","171.26","",""
"54947","44605","31810","4","353.02","292.92","133.90","171.38","",""
"54947","44605","31832","4","353.26","292.92","134.00","171.48","",""
"54947","44605","31832","4","353.58","292.80","134.01","171.50","",""
"54894","44605","31832","4","353.60","292.86","134.06","171.64","",""
"54894","44606","31832","4","353.38","293.15","134.15","171.76","",""
"54894","44606","31821","4","353.40","292.84","134.19","171.86","",""
"54894","44606","31821","4","353.27","292.87","134.22","171.88","",""
"54882","44606","31821","4","353.67","292.01","134.15","172.02","",""
"54882","43758","31821","4","353.89","292.46","134.26","172.14","",""
"54882","43758","31961","4","353.68","292.14","134.30","172.23","",""
"54882","43758","31961","4","354.33","292.05","134.28","172.26","",""
"55018","43758","31961","4","261.88","291.92","133.26","172.40","",""
"55018","44232","31961","4","274.93","291.80","132.12","172.52","",""
"55018","44232","31827","4","287.92","290.66","131.43","172.61","",""
"55018","44232","31827","4","300.30","290.07","131.24","172.64","",""
"55331","44232","31827","4","305.58","288.78","130.96","172.78","",""
"55331","44407","31827","4","311.13","287.98","131.94","172.90","",""
"55331","44407","31997","4","319.47","287.02","132.74","172.99","",""
"55331","44407","31997","4","325.10","286.60","132.87","173.02","",""
"54990","44407","31997","4","330.60","288.15","133.79","173.16","",""
"54990","41593","31997","4","337.34","288.24","134.38","173.27","",""
"54990","41593","31546","4","342.44","286.78","134.41","173.37","",""
"54990","41593","31546","4","344.90","285.98","134.42","173.39","",""
"52884","41593","31546","4","347.54","288.01","133.73","173.53","",""
"52884","42820","31546","4","348.64","291.01","134.13","173.64","",""
"52884","42820","31592","4","350.99","291.64","134.42","173.74","",""
"52884","42820","31592","4","351.85","291.47","134.47","173.76","",""
"53626","42820","31592","4","354.43","291.03","134.51","173.90","",""
"53626","44095","31592","4","354.75","290.85","134.59","174.02","",""
"53626","44095","31344","4","354.57","290.77","134.66","174.11","",""
"53626","44095","31344","4","353.87","290.53","134.67","174.14","",""
"54772","44095","31344","4","354.34","291.06","134.95","174.28","",""
"54772","44383","31344","4","354.75","291.32","135.17","174.40","",""
"54772","44383","31450","4","354.38","291.63","135.50","174.49","",""
"54772","44383","31450","4","354.45","291.50","135.57","174.52","",""
"55511","44383","31450","4","354.31","292.52","135.98","174.66","",""
"55511","44355","31450","4","353.47","293.27","136.81","174.78","",""
"55511","44355","31354","4","352.22","294.07","137.88","174.87","",""
"55511","44355","31354","4","351.88","294.18","138.26","174.90","",""
"55679","44355","31354","4","357.06","295.09","140.62","175.04","",""
