"A","B","C","G"
"31257","45414","65135","4"
"31257","45414","66566","4"
"31257","45414","66566","4"
"31234","45414","66566","4"
"31234","45147","66566","4"
"31234","45147","64420","4"
"31234","45147","64420","4"
"30672","45147","64420","4"
"30672","45809","64420","4"
"30672","45809","66445","4"
"30672","45809","66445","4"
"31064","45809","66445","4"
"31064","45462","66445","4"
"31064","45462","66432","4"
"31064","45462","66432","4"
"31063","45462","66432","4"
"31063","45887","66432","4"
"31063","45887","66691","4"
"31063","45887","66691","4"
"31256","45887","66691","4"
"31256","45705","66691","4"
"31256","45705","69557","4"
"31256","45705","69557","4"
"31142","45705","69557","4"
"31142","44077","69557","4"
"31142","44077","68716","4"
"31142","44077","68716","4"
"30935","44077","68716","4"
"30935","44313","68716","4"
"30935","44313","68778","4"
"30935","44313","68778","4"
"31150","44313","68778","4"
"31150","45173","68778","4"
"31150","45173","68294","4"
"31150","45173","68294","4"
"30870","45173","68294","4"
"30870","45216","68294","4"
"30870","45216","67610","4"
"30870","45216","67610","4"
"30960","45216","67610","4"
"30960","44922","67610","4"
"30960","44922","67869","4"
"30960","44922","67869","4"
"30556","44922","67869","4"
"30556","45147","67869","4"
"30556","45147","67595","4"
"30556","45147","67595","4"
"30409","45147","67595","4"
"30409","44808","67595","4"
"30409","44808","68099","4"
"30409","44808","68099","4"
"30236","44808","68099","4"
"30236","42826","68099","4"
"30236","42826","69351","4"
"30236","42826","69351","4"
"30508","42826","69351","4"
"30508","43396","69351","4"
"30508","43396","69081","4"
"30508","43396","69081","4"
"30156","43396","69081","4"
"30156","42693","69081","4"
"30156","42693","67494","4"
"30156","42693","67494","4"
"30296","42693","67494","4"
"30296","43019","67494","4"
"30296","43019","68865","4"
"30296","43019","68865","4"
"30538","43019","68865","4"
"30538","43167","68865","4"
"30538","43167","68573","4"
"30538","43167","68573","4"
"29960","43167","68573","4"
"29960","42642","68573","4"
"29960","42642","68022","4"
"29960","42642","68022","4"
"30339","42642","68022","4"
"30339","42854","68022","4"
"30339","42854","69635","4"
"30339","42854","69635","4"
"30644","42854","69635","4"
"30644","43332","69635","4"
"30644","43332","69059","4"
"30644","43332","69059","4"
"30531","43332","69059","4"
"30531","43505","69059","4"
"30531","43505","69936","4"
"30531","43505","69936","4"
"30857","43505","69936","4"
"30857","44169","69936","4"
"30857","44169","68688","4"
"30857","44169","68688","4"
"30771","44169","68688","4"
"30771","43625","68688","4"
"30771","43625","68922","4"
"30771","43625","68922","4"
"30835","43625","68922","4"
"30835","44168","68922","4"
"30835","44168","68753","4"
"30835","44168","68753","4"
"30737","44168","68753","4"
"30737","43367","68753","4"
"30737","43367","69297","4"
"30737","43367","69297","4"
"30935","43367","69297","4"
"30935","44015","69297","4"
"30935","44015","68702","4"
"30935","44015","68702","4"
"30732","44015","68702","4"
"30732","43163","68702","4"
"30732","43163","69521","4"
"30732","43163","69521","4"
"30828","43163","69521","4"
"30828","43708","69521","4"
"30828","43708","69565","4"
"30828","43708","69565","4"
"30726","43708","69565","4"
"30726","45722","69565","4"
"30726","45722","73045","4"
"30726","45722","73045","4"
"30397","45722","73045","4"
"30397","45723","73045","4"
"30397","45723","74610","4"
"30397","45723","74610","4"
"30616","45723","74610","4"
"30616","44468","74610","4"
"30616","44468","70839","4"
"30616","44468","70839","4"
"30384","44468","70839","4"
"30384","45089","70839","4"
"30384","45089","67710","4"
"30384","45089","67710","4"
"30634","45089","67710","4"
"30634","44233","67710","4"
"30634","44233","68386","4"
"30634","44233","68386","4"
"30313","44233","68386","4"
"30313","42711","68386","4"
"30313","42711","69379","4"
"30313","42711","69379","4"
"30666","42711","69379","4"
"30666","42964","69379","4"
"30666","42964","68097","4"
"30666","42964","68097","4"
"30037","42964","68097","4"
"30037","42382","68097","4"
"30037","42382","65235","4"
"30037","42382","65235","4"
"30209","42382","65235","4"
"30209","43124","65235","4"
"30209","43124","66094","4"
"30209","43124","66094","4"
"30171","43124","66094","4"
"30171","43104","66094","4"
"30171","43104","68399","4"
"30171","43104","68399","4"
"30309","43104","68399","4"
"30309","43589","68399","4"
"30309","43589","69035","4"
"30309","43589","69035","4"
"30932","43589","69035","4"
"30932","45450","69035","4"
"30932","45450","68753","4"
"30932","45450","68753","4"
"30201","45450","68753","4"
"30201","45619","68753","4"
"30201","45619","72021","4"
"30201","45619","72021","4"
"30405","45619","72021","4"
"30405","44580","72021","4"
"30405","44580","67920","4"
"30405","44580","67920","4"
"30592","44580","67920","4"
"30592","43059","67920","4"
"30592","43059","69053","4"
"30592","43059","69053","4"
"30483","43059","69053","4"
"30483","42627","69053","4"
"30483","42627","69360","4"
"30483","42627","69360","4"
"30302","42627","69360","4"
"30302","43324","69360","4"
"30302","43324","67590","4"
"30302","43324","67590","4"
"30387","43324","67590","4"
"30387","42983","67590","4"
"30387","42983","68678","4"
"30387","42983","68678","4"
"30173","42983","68678","4"
"30173","42894","68678","4"
"30173","42894","69387","4"
"30173","42894","69387","4"
"29988","42894","69387","4"
"29988","44324","69387","4"
"29988","44324","68888","4"
"29988","44324","68888","4"
"29930","44324","68888","4"
"29930","42689","68888","4"
"29930","42689","68024","4"
"29930","42689","68024","4"
"30282","42689","68024","4"
"30282","42900","68024","4"
"30282","42900","69632","4"
"30282","42900","69632","4"
"30491","42900","69632","4"
"30491","43272","69632","4"
"30491","43272","69341","4"
"30491","43272","69341","4"
"30445","43272","69341","4"
"30445","42891","69341","4"
"30445","42891","67927","4"
"30445","42891","67927","4"
"30024","42891","67927","4"
"30024","43369","67927","4"
"30024","43369","68584","4"
"30024","43369","68584","4"
"30621","43369","68584","4"
"30621","43044","68584","4"
"30621","43044","68850","4"
"30621","43044","68850","4"
"30247","43044","68850","4"
"30247","42638","68850","4"
"30247","42638","67804","4"
"30247","42638","67804","4"
"30026","42638","67804","4"
"30026","43049","67804","4"
"30026","43049","68943","4"
"30026","43049","68943","4"
"30792","43049","68943","4"
"30792","42863","68943","4"
"30792","42863","68639","4"
"30792","42863","68639","4"
"30327","42863","68639","4"
"30327","42860","68639","4"
"30327","42860","67859","4"
"30327","42860","67859","4"
"30451","42860","67859","4"
"30451","43026","67859","4"
"30451","43026","68971","4"
"30451","43026","68971","4"
"30651","43026","68971","4"
"30651","42999","68971","4"
"30651","42999","68516","4"
"30651","42999","68516","4"
"30300","42999","68516","4"
"30300","42929","68516","4"
"30300","42929","67801","4"
"30300","42929","67801","4"
"30395","42929","67801","4"
"30395","43051","67801","4"
"30395","43051","63734","4"
"30395","43051","63734","4"
"30236","43051","63734","4"
"30236","43149","63734","4"
"30236","43149","63610","4"
"30236","43149","63610","4"
"30124","43149","63610","4"
"30124","42816","63610","4"
"30124","42816","64100","4"
"30124","42816","64100","4"
"30273","42816","64100","4"
"30273","43171","64100","4"
"30273","43171","64411","4"
"30273","43171","64411","4"
"30363","43171","64411","4"
"30363","42885","64411","4"
"30363","42885","64835","4"
"30363","42885","64835","4"
"30245","42885","64835","4"
"30245","43275","64835","4"
"30245","43275","64158","4"
"30245","43275","64158","4"
"29761","43275","64158","4"
"29761","43596","64158","4"
"29761","43596","63178","4"
"29761","43596","63178","4"
"29921","43596","63178","4"
"29921","42639","63178","4"
"29921","42639","64097","4"
"29921","42639","64097","4"
"30068","42639","64097","4"
"30068","42676","64097","4"
"30068","42676","63577","4"
"30068","42676","63577","4"
"30100","42676","63577","4"
"30100","42735","63577","4"
"30100","42735","68847","4"
"30100","42735","68847","4"
"30473","42735","68847","4"
"30473","45397","68847","4"
"30473","45397","69060","4"
"30473","45397","69060","4"
"30400","45397","69060","4"
"30400","46610","69060","4"
"30400","46610","74871","4"
"30400","46610","74871","4"
"30787","46610","74871","4"
"30787","47350","74871","4"
"30787","47350","75350","4"
"30787","47350","75350","4"
"30993","47350","75350","4"
"30993","47401","75350","4"
"30993","47401","75319","4"
"30993","47401","75319","4"
"31005","47401","75319","4"
"31005","47520","75319","4"
"31005","47520","79246","4"
"31005","47520","79246","4"
"31078","47520","79246","4"
"31078","47515","79246","4"
"31078","47515","78111","4"
"31078","47515","78111","4"
"31088","47515","78111","4"
"31088","47442","78111","4"
"31088","47442","79670","4"
"31088","47442","79670","4"
"31174","47442","79670","4"
"31174","48364","79670","4"
"31174","48364","80398","4"
"31174","48364","80398","4"
"31220","48364","80398","4"
"31220","50379","80398","4"
"31220","50379","80887","4"
"31220","50379","80887","4"
"31602","50379","80887","4"
"31602","50207","80887","4"
"31602","50207","78603","4"
"31602","50207","78603","4"
"31455","50207","78603","4"
"31455","49803","78603","4"
"31455","49803","80768","4"
"31455","49803","80768","4"
"31511","49803","80768","4"
"31511","50497","80768","4"
"31511","50497","80871","4"
"31511","50497","80871","4"
"32343","50497","80871","4"
"32343","53438","80871","4"
"32343","53438","78578","4"
"32343","53438","78578","4"
"32538","53438","78578","4"
"32538","54915","78578","4"
"32538","54915","79412","4"
"32538","54915","79412","4"
"32581","54915","79412","4"
"32581","54858","79412","4"
"32581","54858","80621","4"
"32581","54858","80621","4"
"32069","54858","80621","4"
"32069","55580","80621","4"
"32069","55580","81511","4"
"32069","55580","81511","4"
"31794","55580","81511","4"
"31794","54418","81511","4"
"31794","54418","81042","4"
"31794","54418","81042","4"
"31750","54418","81042","4"
"31750","53035","81042","4"
"31750","53035","78465","4"
"31750","53035","78465","4"
"32264","53035","78465","4"
"32264","53772","78465","4"
"32264","53772","81225","4"
"32264","53772","81225","4"
"31915","53772","81225","4"
"31915","54453","81225","4"
"31915","54453","81609","4"
"31915","54453","81609","4"
"32067","54453","81609","4"
"32067","54317","81609","4"
"32067","54317","81574","4"
"32067","54317","81574","4"
"32258","54317","81574","4"
"32258","54893","81574","4"
"32258","54893","81566","4"
"32258","54893","81566","4"
"32433","54893","81566","4"
"32433","54284","81566","4"
"32433","54284","80931","4"
"32433","54284","80931","4"
"32326","54284","80931","4"
"32326","54733","80931","4"
"32326","54733","81250","4"
"32326","54733","81250","4"
"32374","54733","81250","4"
"32374","54664","81250","4"
"32374","54664","80554","4"
"32374","54664","80554","4"
"32344","54664","80554","4"
"32344","54800","80554","4"
"32344","54800","75958","4"
"32344","54800","75958","4"
"31230","54800","75958","4"
"31230","50979","75958","4"
"31230","50979","75053","4"
"31230","50979","75053","4"
"30582","50979","75053","4"
"30582","46676","75053","4"
"30582","46676","68057","4"
"30582","46676","68057","4"
"30956","46676","68057","4"
"30956","50326","68057","4"
"30956","50326","68490","4"
"30956","50326","68490","4"
"31498","50326","68490","4"
"31498","53614","68490","4"
"31498","53614","74395","4"
"31498","53614","74395","4"
"31608","53614","74395","4"
"31608","59833","74395","4"
"31608","59833","73519","4"
"31608","59833","73519","4"
"31372","59833","73519","4"
"31372","54176","73519","4"
"31372","54176","75293","4"
"31372","54176","75293","4"
"32298","54176","75293","4"
"32298","60504","75293","4"
"32298","60504","75095","4"
"32298","60504","75095","4"
"32634","60504","75095","4"
"32634","60354","75095","4"
"32634","60354","74947","4"
"32634","60354","74947","4"
"32633","60354","74947","4"
"32633","60414","74947","4"
"32633","60414","74773","4"
"32633","60414","74773","4"
"32540","60414","74773","4"
"32540","60040","74773","4"
"32540","60040","74616","4"
"32540","60040","74616","4"
"32434","60040","74616","4"
"32434","56803","74616","4"
"32434","56803","74922","4"
"32434","56803","74922","4"
"32302","56803","74922","4"
"32302","56045","74922","4"
"32302","56045","75091","4"
"32302","56045","75091","4"
"32331","56045","75091","4"
"32331","56692","75091","4"
"32331","56692","74613","4"
"32331","56692","74613","4"
"32315","56692","74613","4"
"32315","55439","74613","4"
"32315","55439","74750","4"
"32315","55439","74750","4"
"32310","55439","74750","4"
"32310","55249","74750","4"
"32310","55249","75210","4"
"32310","55249","75210","4"
"32251","55249","75210","4"
"32251","53898","75210","4"
"32251","53898","73336","4"
"32251","53898","73336","4"
"32170","53898","73336","4"
"32170","52654","73336","4"
"32170","52654","73381","4"
"32170","52654","73381","4"
"32347","52654","73381","4"
"32347","52503","73381","4"
"32347","52503","73354","4"
"32347","52503","73354","4"
"32245","52503","73354","4"
"32245","53811","73354","4"
"32245","53811","76122","4"
"32245","53811","76122","4"
"31979","53811","76122","4"
"31979","54086","76122","4"
"31979","54086","72674","4"
"31979","54086","72674","4"
"31728","54086","72674","4"
"31728","51462","72674","4"
"31728","51462","75040","4"
"31728","51462","75040","4"
"31569","51462","75040","4"
"31569","54159","75040","4"
"31569","54159","76548","4"
"31569","54159","76548","4"
"31943","54159","76548","4"
"31943","52167","76548","4"
"31943","52167","78943","4"
"31943","52167","78943","4"
"31904","52167","78943","4"
"31904","51616","78943","4"
"31904","51616","77028","4"
"31904","51616","77028","4"
"31350","51616","77028","4"
"31350","50877","77028","4"
"31350","50877","75685","4"
"31350","50877","75685","4"
"31307","50877","75685","4"
"31307","50757","75685","4"
"31307","50757","76525","4"
"31307","50757","76525","4"
"31337","50757","76525","4"
"31337","50402","76525","4"
"31337","50402","75871","4"
"31337","50402","75871","4"
"31213","50402","75871","4"
"31213","51170","75871","4"
"31213","51170","79891","4"
"31213","51170","79891","4"
"31743","51170","79891","4"
"31743","50935","79891","4"
"31743","50935","80488","4"
"31743","50935","80488","4"
"31414","50935","80488","4"
"31414","50819","80488","4"
"31414","50819","80823","4"
"31414","50819","80823","4"
"31486","50819","80823","4"
"31486","50833","80823","4"
"31486","50833","80454","4"
"31486","50833","80454","4"
"31589","50833","80454","4"
"31589","50640","80454","4"
"31589","50640","81157","4"
"31589","50640","81157","4"
"31468","50640","81157","4"
"31468","50859","81157","4"
"31468","50859","80383","4"
"31468","50859","80383","4"
"31566","50859","80383","4"
"31566","50709","80383","4"
"31566","50709","81146","4"
"31566","50709","81146","4"
"31493","50709","81146","4"
"31493","50813","81146","4"
"31493","50813","80449","4"
"31493","50813","80449","4"
"31517","50813","80449","4"
"31517","50804","80449","4"
"31517","50804","81040","4"
"31517","50804","81040","4"
"31586","50804","81040","4"
"31586","51058","81040","4"
"31586","51058","80461","4"
"31586","51058","80461","4"
"31451","51058","80461","4"
"31451","51086","80461","4"
"31451","51086","80910","4"
"31451","51086","80910","4"
"31541","51086","80910","4"
"31541","50385","80910","4"
"31541","50385","80537","4"
"31541","50385","80537","4"
"31429","50385","80537","4"
"31429","50685","80537","4"
"31429","50685","81204","4"
"31429","50685","81204","4"
"31660","50685","81204","4"
"31660","50635","81204","4"
"31660","50635","80482","4"
"31660","50635","80482","4"
"31816","50635","80482","4"
"31816","51014","80482","4"
"31816","51014","80881","4"
"31816","51014","80881","4"
"31963","51014","80881","4"
"31963","50810","80881","4"
"31963","50810","80051","4"
"31963","50810","80051","4"
"31945","50810","80051","4"
"31945","54664","80051","4"
"31945","54664","80428","4"
"31945","54664","80428","4"
"32475","54664","80428","4"
"32475","56801","80428","4"
"32475","56801","79548","4"
"32475","56801","79548","4"
"32646","56801","79548","4"
"32646","59062","79548","4"
"32646","59062","77229","4"
"32646","59062","77229","4"
"32902","59062","77229","4"
"32902","57414","77229","4"
"32902","57414","76964","4"
"32902","57414","76964","4"
"33193","57414","76964","4"
"33193","57830","76964","4"
"33193","57830","77347","4"
"33193","57830","77347","4"
"32825","57830","77347","4"
"32825","56533","77347","4"
"32825","56533","76074","4"
"32825","56533","76074","4"
"33061","56533","76074","4"
"33061","58803","76074","4"
"33061","58803","78175","4"
"33061","58803","78175","4"
"32843","58803","78175","4"
"32843","58854","78175","4"
"32843","58854","79822","4"
"32843","58854","79822","4"
"32898","58854","79822","4"
"32898","59851","79822","4"
"32898","59851","80097","4"
"32898","59851","80097","4"
"32578","59851","80097","4"
"32578","59092","80097","4"
"32578","59092","78255","4"
"32578","59092","78255","4"
"32424","59092","78255","4"
"32424","57852","78255","4"
"32424","57852","81059","4"
"32424","57852","81059","4"
"32695","57852","81059","4"
"32695","58821","81059","4"
"32695","58821","79753","4"
"32695","58821","79753","4"
"32780","58821","79753","4"
"32780","59962","79753","4"
"32780","59962","77584","4"
"32780","59962","77584","4"
"32387","59962","77584","4"
"32387","57305","77584","4"
"32387","57305","78209","4"
"32387","57305","78209","4"
"32135","57305","78209","4"
"32135","57612","78209","4"
"32135","57612","78252","4"
"32135","57612","78252","4"
"32160","57612","78252","4"
"32160","55401","78252","4"
"32160","55401","79984","4"
"32160","55401","79984","4"
"32345","55401","79984","4"
"32345","55165","79984","4"
"32345","55165","80053","4"
"32345","55165","80053","4"
"33015","55165","80053","4"
"33015","59158","80053","4"
"33015","59158","80943","4"
"33015","59158","80943","4"
"33852","59158","80943","4"
"33852","58605","80943","4"
"33852","58605","80456","4"
"33852","58605","80456","4"
"33589","58605","80456","4"
"33589","58898","80456","4"
"33589","58898","79936","4"
"33589","58898","79936","4"
"33891","58898","79936","4"
"33891","58638","79936","4"
"33891","58638","78949","4"
"33891","58638","78949","4"
"33411","58638","78949","4"
"33411","60338","78949","4"
"33411","60338","76022","4"
"33411","60338","76022","4"
"33623","60338","76022","4"
"33623","58902","76022","4"
"33623","58902","75397","4"
"33623","58902","75397","4"
"33705","58902","75397","4"
"33705","58832","75397","4"
"33705","58832","74522","4"
"33705","58832","74522","4"
"33298","58832","74522","4"
"33298","59637","74522","4"
"33298","59637","76366","4"
"33298","59637","76366","4"
"33252","59637","76366","4"
"33252","58902","76366","4"
"33252","58902","75086","4"
"33252","58902","75086","4"
"33512","58902","75086","4"
"33512","59101","75086","4"
"33512","59101","76744","4"
"33512","59101","76744","4"
"33477","59101","76744","4"
"33477","58372","76744","4"
"33477","58372","79939","4"
"33477","58372","79939","4"
"33909","58372","79939","4"
"33909","58578","79939","4"
"33909","58578","76688","4"
"33909","58578","76688","4"
"33810","58578","76688","4"
"33810","58451","76688","4"
"33810","58451","75176","4"
"33810","58451","75176","4"
"34026","58451","75176","4"
"34026","58300","75176","4"
"34026","58300","78158","4"
"34026","58300","78158","4"
"33380","58300","78158","4"
"33380","60329","78158","4"
"33380","60329","77314","4"
"33380","60329","77314","4"
"33570","60329","77314","4"
"33570","61188","77314","4"
"33570","61188","77934","4"
"33570","61188","77934","4"
"33816","61188","77934","4"
"33816","58419","77934","4"
"33816","58419","74833","4"
"33816","58419","74833","4"
"34071","58419","74833","4"
"34071","58321","74833","4"
"34071","58321","79244","4"
"34071","58321","79244","4"
"33318","58321","79244","4"
"33318","59579","79244","4"
"33318","59579","79918","4"
"33318","59579","79918","4"
"33948","59579","79918","4"
"33948","59143","79918","4"
"33948","59143","75732","4"
"33948","59143","75732","4"
"34359","59143","75732","4"
"34359","58397","75732","4"
"34359","58397","75545","4"
"34359","58397","75545","4"
"34000","58397","75545","4"
"34000","58427","75545","4"
"34000","58427","70735","4"
"34000","58427","70735","4"
"33378","58427","70735","4"
"33378","58646","70735","4"
"33378","58646","73822","4"
"33378","58646","73822","4"
"33393","58646","73822","4"
"33393","60246","73822","4"
"33393","60246","76044","4"
"33393","60246","76044","4"
"33190","60246","76044","4"
"33190","58619","76044","4"
"33190","58619","74419","4"
"33190","58619","74419","4"
"32849","58619","74419","4"
"32849","56456","74419","4"
"32849","56456","80418","4"
"32849","56456","80418","4"
"32888","56456","80418","4"
"32888","55308","80418","4"
"32888","55308","79755","4"
"32888","55308","79755","4"
"32249","55308","79755","4"
"32249","49972","79755","4"
"32249","49972","80395","4"
"32249","49972","80395","4"
"32400","49972","80395","4"
"32400","53176","80395","4"
"32400","53176","78395","4"
"32400","53176","78395","4"
"31930","53176","78395","4"
"31930","51148","78395","4"
"31930","51148","79859","4"
"31930","51148","79859","4"
"32497","51148","79859","4"
"32497","50071","79859","4"
"32497","50071","80253","4"
"32497","50071","80253","4"
"31973","50071","80253","4"
"31973","50490","80253","4"
"31973","50490","80854","4"
"31973","50490","80854","4"
"32508","50490","80854","4"
"32508","52346","80854","4"
"32508","52346","78385","4"
"32508","52346","78385","4"
"31960","52346","78385","4"
"31960","52955","78385","4"
"31960","52955","78391","4"
"31960","52955","78391","4"
"32650","52955","78391","4"
"32650","52459","78391","4"
"32650","52459","78475","4"
"32650","52459","78475","4"
"32132","52459","78475","4"
"32132","53314","78475","4"
"32132","53314","80626","4"
"32132","53314","80626","4"
"32259","53314","80626","4"
"32259","53935","80626","4"
"32259","53935","78347","4"
"32259","53935","78347","4"
"32663","53935","78347","4"
"32663","51818","78347","4"
"32663","51818","78490","4"
"32663","51818","78490","4"
"31893","51818","78490","4"
"31893","53780","78490","4"
"31893","53780","80339","4"
"31893","53780","80339","4"
"32599","53780","80339","4"
"32599","52415","80339","4"
"32599","52415","79840","4"
"32599","52415","79840","4"
"32411","52415","79840","4"
"32411","53059","79840","4"
"32411","53059","78551","4"
"32411","53059","78551","4"
"31923","53059","78551","4"
"31923","53461","78551","4"
"31923","53461","80635","4"
"31923","53461","80635","4"
"32184","53461","80635","4"
"32184","53911","80635","4"
"32184","53911","78363","4"
"32184","53911","78363","4"
"32678","53911","78363","4"
"32678","52467","78363","4"
"32678","52467","78567","4"
"32678","52467","78567","4"
"31815","52467","78567","4"
"31815","55592","78567","4"
"31815","55592","79186","4"
"31815","55592","79186","4"
"32437","55592","79186","4"
"32437","59863","79186","4"
"32437","59863","76070","4"
"32437","59863","76070","4"
"32647","59863","76070","4"
"32647","64372","76070","4"
"32647","64372","70433","4"
"32647","64372","70433","4"
"34226","64372","70433","4"
"34226","68131","70433","4"
"34226","68131","70498","4"
"34226","68131","70498","4"
"32499","68131","70498","4"
"32499","64412","70498","4"
"32499","64412","75478","4"
"32499","64412","75478","4"
"33350","64412","75478","4"
"33350","64002","75478","4"
"33350","64002","69208","4"
"33350","64002","69208","4"
"33360","64002","69208","4"
"33360","65070","69208","4"
"33360","65070","67855","4"
"33360","65070","67855","4"
"33834","65070","67855","4"
"33834","63091","67855","4"
"33834","63091","68986","4"
"33834","63091","68986","4"
"34723","63091","68986","4"
"34723","62768","68986","4"
"34723","62768","66694","4"
"34723","62768","66694","4"
"34667","62768","66694","4"
"34667","63145","66694","4"
"34667","63145","67830","4"
"34667","63145","67830","4"
"34078","63145","67830","4"
"34078","64718","67830","4"
"34078","64718","66599","4"
"34078","64718","66599","4"
"35000","64718","66599","4"
"35000","65666","66599","4"
"35000","65666","66580","4"
"35000","65666","66580","4"
"35077","65666","66580","4"
"35077","62249","66580","4"
"35077","62249","64144","4"
"35077","62249","64144","4"
"34026","62249","64144","4"
"34026","64055","64144","4"
"34026","64055","63261","4"
"34026","64055","63261","4"
"34436","64055","63261","4"
"34436","64636","63261","4"
"34436","64636","63471","4"
"34436","64636","63471","4"
"34866","64636","63471","4"
"34866","62571","63471","4"
"34866","62571","66134","4"
"34866","62571","66134","4"
"34407","62571","66134","4"
"34407","62973","66134","4"
"34407","62973","64470","4"
"34407","62973","64470","4"
"35343","62973","64470","4"
"35343","65673","64470","4"
"35343","65673","66951","4"
"35343","65673","66951","4"
"35324","65673","66951","4"
"35324","62207","66951","4"
"35324","62207","66740","4"
"35324","62207","66740","4"
"34519","62207","66740","4"
"34519","61912","66740","4"
"34519","61912","65060","4"
"34519","61912","65060","4"
"35423","61912","65060","4"
"35423","62237","65060","4"
"35423","62237","64733","4"
"35423","62237","64733","4"
"34854","62237","64733","4"
"34854","63294","64733","4"
"34854","63294","65093","4"
"34854","63294","65093","4"
"35212","63294","65093","4"
"35212","62611","65093","4"
"35212","62611","65456","4"
"35212","62611","65456","4"
"34918","62611","65456","4"
"34918","62319","65456","4"
"34918","62319","67775","4"
"34918","62319","67775","4"
"34594","62319","67775","4"
"34594","62284","67775","4"
"34594","62284","68119","4"
"34594","62284","68119","4"
"34683","62284","68119","4"
"34683","63318","68119","4"
"34683","63318","66664","4"
"34683","63318","66664","4"
"34762","63318","66664","4"
"34762","62752","66664","4"
"34762","62752","66383","4"
"34762","62752","66383","4"
"34934","62752","66383","4"
"34934","65795","66383","4"
"34934","65795","66158","4"
"34934","65795","66158","4"
"35242","65795","66158","4"
"35242","62394","66158","4"
"35242","62394","64557","4"
"35242","62394","64557","4"
"34217","62394","64557","4"
"34217","63855","64557","4"
"34217","63855","64717","4"
"34217","63855","64717","4"
"33945","63855","64717","4"
"33945","61279","64717","4"
"33945","61279","64501","4"
"33945","61279","64501","4"
"35062","61279","64501","4"
"35062","62161","64501","4"
"35062","62161","64608","4"
"35062","62161","64608","4"
"34053","62161","64608","4"
"34053","64008","64608","4"
"34053","64008","64716","4"
"34053","64008","64716","4"
"35079","64008","64716","4"
"35079","59891","64716","4"
"35079","59891","67644","4"
"35079","59891","67644","4"
"34412","59891","67644","4"
"34412","59926","67644","4"
"34412","59926","70321","4"
"34412","59926","70321","4"
"34445","59926","70321","4"
"34445","58427","70321","4"
"34445","58427","75908","4"
"34445","58427","75908","4"
"34316","58427","75908","4"
"34316","58404","75908","4"
"34316","58404","79905","4"
"34316","58404","79905","4"
"34838","58404","79905","4"
"34838","61122","79905","4"
"34838","61122","79919","4"
"34838","61122","79919","4"
"34723","61122","79919","4"
"34723","63508","79919","4"
"34723","63508","80434","4"
"34723","63508","80434","4"
"35007","63508","80434","4"
"35007","58628","80434","4"
"35007","58628","80425","4"
"35007","58628","80425","4"
"34926","58628","80425","4"
"34926","59817","80425","4"
"34926","59817","78879","4"
"34926","59817","78879","4"
"33745","59817","78879","4"
"33745","58301","78879","4"
"33745","58301","80034","4"
"33745","58301","80034","4"
"35175","58301","80034","4"
"35175","60210","80034","4"
"35175","60210","80994","4"
"35175","60210","80994","4"
"35269","60210","80994","4"
"35269","58361","80994","4"
"35269","58361","80365","4"
"35269","58361","80365","4"
"34882","58361","80365","4"
"34882","60991","80365","4"
"34882","60991","79893","4"
"34882","60991","79893","4"
"34680","60991","79893","4"
"34680","59236","79893","4"
"34680","59236","81083","4"
"34680","59236","81083","4"
"35213","59236","81083","4"
"35213","60217","81083","4"
"35213","60217","80959","4"
"35213","60217","80959","4"
"35294","60217","80959","4"
"35294","58352","80959","4"
"35294","58352","80316","4"
"35294","58352","80316","4"
"34868","58352","80316","4"
"34868","61038","80316","4"
"34868","61038","79969","4"
"34868","61038","79969","4"
"34591","61038","79969","4"
"34591","59362","79969","4"
"34591","59362","81008","4"
"34591","59362","81008","4"
"35208","59362","81008","4"
"35208","60421","81008","4"
"35208","60421","81303","4"
"35208","60421","81303","4"
"35475","60421","81303","4"
"35475","58290","81303","4"
"35475","58290","79677","4"
"35475","58290","79677","4"
"34795","58290","79677","4"
"34795","61078","79677","4"
"34795","61078","79947","4"
"34795","61078","79947","4"
"34619","61078","79947","4"
"34619","59241","79947","4"
"34619","59241","81107","4"
"34619","59241","81107","4"
"35199","59241","81107","4"
"35199","60259","81107","4"
"35199","60259","80897","4"
"35199","60259","80897","4"
"35296","60259","80897","4"
"35296","58333","80897","4"
"35296","58333","80384","4"
"35296","58333","80384","4"
"34809","58333","80384","4"
"34809","61078","80384","4"
"34809","61078","79967","4"
"34809","61078","79967","4"
"34593","61078","79967","4"
"34593","59279","79967","4"
"34593","59279","81091","4"
"34593","59279","81091","4"
"35208","59279","81091","4"
"35208","60103","81091","4"
"35208","60103","81060","4"
"35208","60103","81060","4"
"35265","60103","81060","4"
"35265","58375","81060","4"
"35265","58375","80365","4"
"35265","58375","80365","4"
"34853","58375","80365","4"
"34853","60990","80365","4"
"34853","60990","79988","4"
"34853","60990","79988","4"
"34581","60990","79988","4"
"34581","59217","79988","4"
"34581","59217","80769","4"
"34581","59217","80769","4"
"35349","59217","80769","4"
"35349","59659","80769","4"
"35349","59659","79058","4"
"35349","59659","79058","4"
"34436","59659","79058","4"
"34436","61061","79058","4"
"34436","61061","80794","4"
"34436","61061","80794","4"
"34816","61061","80794","4"
"34816","58626","80794","4"
"34816","58626","80036","4"
"34816","58626","80036","4"
"35225","58626","80036","4"
"35225","60207","80036","4"
"35225","60207","80966","4"
"35225","60207","80966","4"
"35265","60207","80966","4"
"35265","58346","80966","4"
"35265","58346","80368","4"
"35265","58346","80368","4"
"34826","58346","80368","4"
