"A","B","C","G"
"37550","42218","55796","1"
"37550","42218","55222","1"
"37550","42218","55222","1"
"37674","42218","55222","1"
"37674","41690","55222","1"
"37674","41690","54558","1"
"37674","41690","54558","1"
"38331","41690","54558","1"
"38331","42910","54558","1"
"38331","42910","56213","1"
"38331","42910","56213","1"
"37890","42910","56213","1"
"37890","42800","56213","1"
"37890","42800","59298","1"
"37890","42800","59298","1"
"37484","42800","59298","1"
"37484","43229","59298","1"
"37484","43229","58793","1"
"37484","43229","58793","1"
"37633","43229","58793","1"
"37633","43012","58793","1"
"37633","43012","60859","1"
"37633","43012","60859","1"
"35713","43012","60859","1"
"35713","42919","60859","1"
"35713","42919","62086","1"
"35713","42919","62086","1"
"35722","42919","62086","1"
"35722","42017","62086","1"
"35722","42017","63942","1"
"35722","42017","63942","1"
"35767","42017","63942","1"
"35767","42628","63942","1"
"35767","42628","64441","1"
"35767","42628","64441","1"
"35401","42628","64441","1"
"35401","42490","64441","1"
"35401","42490","62142","1"
"35401","42490","62142","1"
"35121","42490","62142","1"
"35121","42529","62142","1"
"35121","42529","63891","1"
"35121","42529","63891","1"
"34478","42529","63891","1"
"34478","41696","63891","1"
"34478","41696","59555","1"
"34478","41696","59555","1"
"35217","41696","59555","1"
"35217","42391","59555","1"
"35217","42391","59963","1"
"35217","42391","59963","1"
"35183","42391","59963","1"
"35183","42046","59963","1"
"35183","42046","58665","1"
"35183","42046","58665","1"
"35566","42046","58665","1"
"35566","41630","58665","1"
"39852","39185","67834","1"
"39852","39185","69007","1"
"39852","39185","69007","1"
"39935","39185","69007","1"
"39935","39114","69007","1"
"39935","39114","69381","1"
"39935","39114","69381","1"
"40761","39114","69381","1"
"40761","39137","69381","1"
"40761","39137","68578","1"
"40761","39137","68578","1"
"40681","39137","68578","1"
"40681","39185","68578","1"
"40681","39185","68568","1"
"40681","39185","68568","1"
"40811","39185","68568","1"
"40811","39071","68568","1"
"40811","39071","68675","1"
"40811","39071","68675","1"
"41775","39071","68675","1"
"41775","39716","68675","1"
"41775","39716","67851","1"
"41775","39716","67851","1"
"40530","39716","67851","1"
"40530","39579","67851","1"
"40530","39579","67950","1"
"40530","39579","67950","1"
"39423","39579","67950","1"
"39423","39089","67950","1"
"39423","39089","69452","1"
"39423","39089","69452","1"
"37919","39089","69452","1"
"37919","39815","69452","1"
"37919","39815","67965","1"
"37919","39815","67965","1"
"37741","39815","67965","1"
"37741","38882","67965","1"
"37741","38882","69324","1"
"37741","38882","69324","1"
"37901","38882","69324","1"
"37901","39643","69324","1"
"37901","39643","67861","1"
"37901","39643","67861","1"
"37951","39643","67861","1"
"37951","39352","67861","1"
"37951","39352","69751","1"
"37951","39352","69751","1"
"37917","39352","69751","1"
"37917","39724","69751","1"
"37917","39724","68002","1"
"37917","39724","68002","1"
"37756","39724","68002","1"
"37756","38837","68002","1"
"37756","38837","69390","1"
"37756","38837","69390","1"
"37792","38837","69390","1"
"37792","39695","69390","1"
"37792","39695","67804","1"
"37792","39695","67804","1"
"37965","39695","67804","1"
"37965","39114","67804","1"
"37965","39114","70553","1"
"37965","39114","70553","1"
"37653","39114","70553","1"
"37653","39445","70553","1"
"37653","39445","68009","1"
"37653","39445","68009","1"
"37187","39445","68009","1"
"37187","39147","68009","1"
"37187","39147","68853","1"
"37187","39147","68853","1"
"37695","39147","68853","1"
"37695","39667","68853","1"
"37695","39667","68125","1"
"37695","39667","68125","1"
"37533","39667","68125","1"
"37533","39486","68125","1"
"37533","39486","67985","1"
"37533","39486","67985","1"
"37655","39486","67985","1"
"37655","38937","67985","1"
"37655","38937","69999","1"
"37655","38937","69999","1"
"37520","38937","69999","1"
"37520","39771","69999","1"
"37520","39771","67972","1"
"37520","39771","67972","1"
"37811","39771","67972","1"
"37811","38961","67972","1"
"37811","38961","69785","1"
"37811","38961","69785","1"
"37448","38961","69785","1"
"37448","39795","69785","1"
"37448","39795","67818","1"
"37448","39795","67818","1"
"37234","39795","67818","1"
"37234","39129","67818","1"
"37234","39129","67913","1"
"38670","40302","64312","1"
"38670","40302","64312","1"
"40374","40302","64312","1"
"40374","39725","64312","1"
"40374","39725","64949","1"
"40374","39725","64949","1"
"40112","39725","64949","1"
"40112","40485","64949","1"
"40112","40485","63248","1"
"40112","40485","63248","1"
"40055","40485","63248","1"
"40055","40457","63248","1"
"40055","40457","63486","1"
"40055","40457","63486","1"
"39651","40457","63486","1"
"39651","40799","63486","1"
"39651","40799","63047","1"
"39651","40799","63047","1"
"39698","40799","63047","1"
"39698","40702","63047","1"
"39698","40702","63613","1"
"39698","40702","63613","1"
"39297","40702","63613","1"
"39297","40655","63613","1"
"39297","40655","62806","1"
"39297","40655","62806","1"
"39237","40655","62806","1"
"39237","39539","62806","1"
"39237","39539","64428","1"
"39237","39539","64428","1"
"38437","39539","64428","1"
"38437","39644","64428","1"
"38437","39644","65314","1"
"38437","39644","65314","1"
"39094","39644","65314","1"
"39094","39429","65314","1"
"39094","39429","65247","1"
"39094","39429","65247","1"
"37964","39429","65247","1"
"37964","40248","65247","1"
"37964","40248","65117","1"
"37964","40248","65117","1"
"37934","40248","65117","1"
"37934","40046","65117","1"
"37934","40046","64382","1"
"37934","40046","64382","1"
"37751","40046","64382","1"
"37751","40329","64382","1"
"37751","40329","63634","1"
"37751","40329","63634","1"
"37754","40329","63634","1"
"37754","39694","63634","1"
"37754","39694","64818","1"
"37754","39694","64818","1"
"37411","39694","64818","1"
"37411","40095","64818","1"
"37411","40095","65764","1"
"37411","40095","65764","1"
"37753","40095","65764","1"
"37753","40031","65764","1"
"37753","40031","64280","1"
"37753","40031","64280","1"
"37814","40031","64280","1"
"37814","40707","64280","1"
"37814","40707","65137","1"
"37814","40707","65137","1"
"37674","40707","65137","1"
"37674","40356","65137","1"
"37674","40356","64796","1"
"37674","40356","64796","1"
"37821","40356","64796","1"
"37821","40509","64796","1"
"37821","40509","64163","1"
"37821","40509","64163","1"
"37699","40509","64163","1"
"37699","39279","64163","1"
"37699","39279","65723","1"
"37699","39279","65723","1"
"37451","39279","65723","1"
"37451","39814","65723","1"
"37451","39814","65799","1"
"37451","39814","65799","1"
"37304","39814","65799","1"
"37304","40152","65799","1"
"37304","40152","64417","1"
"37304","40152","64417","1"
"37644","40152","64417","1"
"37644","40347","64417","1"
"37644","40347","63752","1"
"37644","40347","63752","1"
"37587","40347","63752","1"
"37587","39634","63752","1"
"37587","39634","63989","1"
"37587","39634","63989","1"
"37536","39634","63989","1"
"37536","40332","63989","1"
"37536","40332","63211","1"
"37536","40332","63211","1"
"37392","40332","63211","1"
"37392","39240","63211","1"
"37392","39240","65275","1"
"37392","39240","65275","1"
"37396","39240","65275","1"
"37396","40193","65275","1"
"37396","40193","64482","1"
"37396","40193","64482","1"
"37471","40193","64482","1"
"37471","40188","64482","1"
"37471","40188","63199","1"
"37471","40188","63199","1"
"37550","40188","63199","1"
"37550","39524","63199","1"
"37550","39524","65287","1"
"37550","39524","65287","1"
"37308","39524","65287","1"
"37308","39743","65287","1"
"37308","39743","63247","1"
"37308","39743","63247","1"
"37701","39743","63247","1"
"37701","39238","63247","1"
"37701","39238","64685","1"
"37701","39238","64685","1"
"37623","39238","64685","1"
"37623","40264","64685","1"
"37623","40264","63305","1"
"37623","40264","63305","1"
"37684","40264","63305","1"
"37684","38961","63305","1"
"37684","38961","64740","1"
"37684","38961","64740","1"
"37590","38961","64740","1"
"37590","39920","64740","1"
"37590","39920","63368","1"
"37590","39920","63368","1"
"37594","39920","63368","1"
"37594","39065","63368","1"
"37594","39065","64459","1"
"37594","39065","64459","1"
"37555","39065","64459","1"
"37555","39930","64459","1"
"37555","39930","62690","1"
"37555","39930","62690","1"
"37549","39930","62690","1"
"37549","39499","62690","1"
"37549","39499","64490","1"
"37549","39499","64490","1"
"37593","39499","64490","1"
"37593","39784","64490","1"
"34547","39904","59150","1"
"34547","39904","62436","1"
"34547","39904","62436","1"
"35337","39904","62436","1"
"35337","39113","62436","1"
"35337","39113","60295","1"
"35337","39113","60295","1"
"34623","39113","60295","1"
"34623","38753","60295","1"
"34623","38753","60341","1"
"34623","38753","60341","1"
"35177","38753","60341","1"
"35177","38752","60341","1"
"35177","38752","59943","1"
"35177","38752","59943","1"
"34872","38752","59943","1"
"34872","39002","59943","1"
"34872","39002","59844","1"
"34872","39002","59844","1"
"35155","39002","59844","1"
"35155","38776","59844","1"
"35155","38776","59938","1"
"35155","38776","59938","1"
"34388","38776","59938","1"
"34388","38682","59938","1"
"34388","38682","60664","1"
"34388","38682","60664","1"
"34790","38682","60664","1"
"34790","38751","60664","1"
"34790","38751","59806","1"
"34790","38751","59806","1"
"34472","38751","59806","1"
"34472","38944","59806","1"
"34472","38944","60312","1"
"34472","38944","60312","1"
"34798","38944","60312","1"
"34798","38658","60312","1"
"34798","38658","59774","1"
"34798","38658","59774","1"
"34154","38658","59774","1"
"34154","38720","59774","1"
"34154","38720","60114","1"
"34154","38720","60114","1"
"34082","38720","60114","1"
"34082","39016","60114","1"
"34082","39016","58776","1"
"34082","39016","58776","1"
"34332","39016","58776","1"
"34332","38722","58776","1"
"34332","38722","59641","1"
"34332","38722","59641","1"
"33965","38722","59641","1"
"33965","38858","59641","1"
"33965","38858","60443","1"
"33965","38858","60443","1"
"34071","38858","60443","1"
"34071","38805","60443","1"
"34071","38805","58126","1"
"34071","38805","58126","1"
"32982","38805","58126","1"
"32982","38653","58126","1"
"32982","38653","60032","1"
"32982","38653","60032","1"
"32979","38653","60032","1"
"32979","39210","60032","1"
"32979","39210","58634","1"
"32979","39210","58634","1"
"33533","39210","58634","1"
"33533","38421","58634","1"
"33533","38421","60447","1"
"33533","38421","60447","1"
"33961","38421","60447","1"
"33961","38457","60447","1"
"33961","38457","58113","1"
"33961","38457","58113","1"
"33734","38457","58113","1"
"33734","38438","58113","1"
"33734","38438","58923","1"
"33734","38438","58923","1"
"33228","38438","58923","1"
"33228","38899","58923","1"
"33228","38899","58254","1"
"33228","38899","58254","1"
"33231","38899","58254","1"
"33231","38889","58254","1"
"33231","38889","60774","1"
"33231","38889","60774","1"
"33597","38889","60774","1"
"33597","38990","60774","1"
"33597","38990","59222","1"
"33597","38990","59222","1"
"33579","38990","59222","1"
"33579","39277","59222","1"
"33579","39277","58982","1"
"33579","39277","58982","1"
"33172","39277","58982","1"
"33172","38922","58982","1"
"33172","38922","57739","1"
"33172","38922","57739","1"
"33083","38922","57739","1"
"33083","38498","57739","1"
"33083","38498","59790","1"
"33083","38498","59790","1"
"33118","38498","59790","1"
"33118","39104","59790","1"
"33118","39104","58158","1"
"33118","39104","58158","1"
"33548","39104","58158","1"
"33548","38454","58158","1"
"33548","38454","58159","1"
"33548","38454","58159","1"
"33418","38454","58159","1"
"33418","38225","58159","1"
"33418","38225","59608","1"
"33418","38225","59608","1"
"33009","38225","59608","1"
"33009","38168","59608","1"
"33009","38168","59073","1"
"33009","38168","59073","1"
"33061","38168","59073","1"
"33061","38579","59073","1"
"33061","38579","58243","1"
"33061","38579","58243","1"
"33068","38579","58243","1"
"33068","38357","58243","1"
"33068","38357","59148","1"
"33068","38357","59148","1"
"33208","38357","59148","1"
"33208","38947","59148","1"
"33208","38947","57807","1"
"33208","38947","57807","1"
"33229","38947","57807","1"
"33229","38722","57807","1"
"33229","38722","57770","1"
"33229","38722","57770","1"
"33396","38722","57770","1"
"33396","38633","57770","1"
"33396","38633","59254","1"
"33396","38633","59254","1"
"33158","38633","59254","1"
"33158","38400","59254","1"
"33158","38400","58118","1"
"33158","38400","58118","1"
"33015","38400","58118","1"
"33015","38553","58118","1"
"33015","38553","59095","1"
"33015","38553","59095","1"
"33170","38553","59095","1"
"33170","38505","59095","1"
"33170","38505","57639","1"
"33170","38505","57639","1"
"33026","38505","57639","1"
"33026","38332","57639","1"
"33026","38332","57513","1"
"33026","38332","57513","1"
"33302","38332","57513","1"
"33302","38509","57513","1"
"33302","38509","57550","1"
"33302","38509","57550","1"
"33333","38509","57550","1"
"33333","38327","57550","1"
"33333","38327","57216","1"
"36007","39153","56234","1"
"36007","39153","56234","1"
"36509","39153","56234","1"
"36509","38843","56234","1"
"36509","38843","55491","1"
"36509","38843","55491","1"
"36152","38843","55491","1"
"36152","39554","55491","1"
"36152","39554","56381","1"
"36152","39554","56381","1"
"36645","39554","56381","1"
"36645","38846","56381","1"
"36645","38846","55918","1"
"36645","38846","55918","1"
"35101","38846","55918","1"
"35101","38992","55918","1"
"35101","38992","56334","1"
"35101","38992","56334","1"
"34501","38992","56334","1"
"34501","38484","56334","1"
"34501","38484","59124","1"
"34501","38484","59124","1"
"34532","38484","59124","1"
"34532","38430","59124","1"
"34532","38430","59727","1"
"34532","38430","59727","1"
"35153","38430","59727","1"
"35153","38311","59727","1"
"35153","38311","64459","1"
"35153","38311","64459","1"
"35061","38311","64459","1"
"35061","38221","64459","1"
"35061","38221","64800","1"
"35061","38221","64800","1"
"34485","38221","64800","1"
"34485","38076","64800","1"
"34485","38076","62711","1"
"34485","38076","62711","1"
"34220","38076","62711","1"
"34220","38314","62711","1"
"34220","38314","62030","1"
"34220","38314","62030","1"
"34237","38314","62030","1"
"34237","38305","62030","1"
"34237","38305","64460","1"
"34237","38305","64460","1"
"34288","38305","64460","1"
"34288","38425","64460","1"
"34288","38425","62941","1"
"34288","38425","62941","1"
"33771","38425","62941","1"
"33771","38159","62941","1"
"33771","38159","64158","1"
"33771","38159","64158","1"
"33613","38159","64158","1"
"33613","39045","64158","1"
"33613","39045","63552","1"
"33613","39045","63552","1"
"33958","39045","63552","1"
"33958","37872","63552","1"
"33958","37872","64536","1"
"33958","37872","64536","1"
"34508","37872","64536","1"
"34508","38394","64536","1"
"34508","38394","62703","1"
"34508","38394","62703","1"
"34308","38394","62703","1"
"34308","38134","62703","1"
"34308","38134","64221","1"
"34308","38134","64221","1"
"34272","38134","64221","1"
"34272","38417","64221","1"
"34272","38417","63632","1"
"34272","38417","63632","1"
"34444","38417","63632","1"
"34444","38566","63632","1"
"34444","38566","64276","1"
"34444","38566","64276","1"
"34687","38566","64276","1"
"34687","38104","64276","1"
"34687","38104","64828","1"
"34687","38104","64828","1"
"34714","38104","64828","1"
"34714","38247","64828","1"
"34714","38247","62687","1"
"34714","38247","62687","1"
"34633","38247","62687","1"
"34633","37836","62687","1"
"34633","37836","64154","1"
"34633","37836","64154","1"
"34676","37836","64154","1"
"34676","38479","64154","1"
"34676","38479","63613","1"
"34676","38479","63613","1"
"34382","38479","63613","1"
"34382","38356","63613","1"
"34382","38356","64214","1"
"34382","38356","64214","1"
"35214","38356","64214","1"
"35214","38311","64214","1"
"35214","38311","64674","1"
"35214","38311","64674","1"
"34935","38311","64674","1"
"34935","38456","64674","1"
"34935","38456","64614","1"
"34935","38456","64614","1"
"35237","38456","64614","1"
"35237","38268","64614","1"
"35237","38268","64279","1"
"35237","38268","64279","1"
"34310","38268","64279","1"
"34310","38578","64279","1"
"34310","38578","62723","1"
"34310","38578","62723","1"
"34094","38578","62723","1"
"34094","38231","62723","1"
"34094","38231","64463","1"
"34094","38231","64463","1"
"33672","38231","64463","1"
"33672","38760","64463","1"
"33672","38760","63614","1"
"33672","38760","63614","1"
"34269","38760","63614","1"
"34269","38101","63614","1"
"34269","38101","64114","1"
"34269","38101","64114","1"
"33912","38101","64114","1"
"33912","38844","64114","1"
"33912","38844","62823","1"
"33912","38844","62823","1"
"34224","38844","62823","1"
"34224","38385","62823","1"
"34224","38385","64114","1"
"34224","38385","64114","1"
"33815","38385","64114","1"
"33815","38677","64114","1"
"33815","38677","63565","1"
"33815","38677","63565","1"
"34623","38677","63565","1"
"34623","38102","63565","1"
"34623","38102","64674","1"
"34623","38102","64674","1"
"34743","38102","64674","1"
"34743","38324","64674","1"
"34743","38324","63414","1"
"34743","38324","63414","1"
"33704","38324","63414","1"
"33704","38119","63414","1"
"33704","38119","69133","1"
"33704","38119","69133","1"
"34116","38119","69133","1"
"34116","38502","69133","1"
"34116","38502","67433","1"
"34116","38502","67433","1"
"34040","38502","67433","1"
"34040","38131","67433","1"
"34040","38131","68409","1"
"34040","38131","68409","1"
"33246","38131","68409","1"
"33246","37869","68409","1"
"33246","37869","68315","1"
"33246","37869","68315","1"
"33255","37869","68315","1"
"33255","37857","68315","1"
"33255","37857","68293","1"
"33255","37857","68293","1"
"33517","37857","68293","1"
"33517","37995","68293","1"
"33517","37995","67648","1"
"33517","37995","67648","1"
"33643","37995","67648","1"
"33643","37681","67648","1"
"33643","37681","67792","1"
"33643","37681","67792","1"
"33747","37681","67792","1"
"33747","38128","67792","1"
"33747","38128","67885","1"
"33747","38128","67885","1"
"33733","38128","67885","1"
"33733","38001","67885","1"
"33733","38001","69834","1"
"33733","38001","69834","1"
"33973","38001","69834","1"
"33973","37854","69834","1"
"33973","37854","67376","1"
"33973","37854","67376","1"
"34130","37854","67376","1"
"34130","37600","67376","1"
"34130","37600","67826","1"
"34130","37600","67826","1"
"34039","37600","67826","1"
"34039","38065","67826","1"
"34039","38065","68381","1"
"34039","38065","68381","1"
"33661","38065","68381","1"
"33661","37953","68381","1"
"33661","37953","68601","1"
"33661","37953","68601","1"
"33802","37953","68601","1"
"33802","37647","68601","1"
"33802","37647","67758","1"
"33802","37647","67758","1"
"33837","37647","67758","1"
"33837","37970","67758","1"
"33837","37970","67789","1"
"33837","37970","67789","1"
"33896","37970","67789","1"
"33896","37836","67789","1"
"33896","37836","66943","1"
"33896","37836","66943","1"
"34109","37836","66943","1"
"34109","37666","66943","1"
"34109","37666","66963","1"
"34109","37666","66963","1"
"34027","37666","66963","1"
"34027","37647","66963","1"
"36024","39522","79481","1"
"36024","39522","78552","1"
"36024","39522","78552","1"
"36232","39522","78552","1"
"36232","39769","78552","1"
"36232","39769","80881","1"
"36232","39769","80881","1"
"35833","39769","80881","1"
"35833","39128","80881","1"
"35833","39128","79640","1"
"35833","39128","79640","1"
"36102","39128","79640","1"
"36102","39834","79640","1"
"36102","39834","78540","1"
"36102","39834","78540","1"
"35701","39834","78540","1"
"35701","39800","78540","1"
"35701","39800","81038","1"
"35701","39800","81038","1"
"36043","39800","81038","1"
"36043","39835","81038","1"
"36043","39835","79192","1"
"36043","39835","79192","1"
"35256","39835","79192","1"
"35256","39610","79192","1"
"35256","39610","78577","1"
"35256","39610","78577","1"
"36481","39610","78577","1"
"36481","39282","78577","1"
"36481","39282","81177","1"
"36481","39282","81177","1"
"36380","39282","81177","1"
"36380","39418","81177","1"
"36380","39418","78834","1"
"36380","39418","78834","1"
"35533","39418","78834","1"
"35533","39780","78834","1"
"35533","39780","80298","1"
"35533","39780","80298","1"
"36186","39780","80298","1"
"36186","38870","80298","1"
"36186","38870","80173","1"
"36186","38870","80173","1"
"35716","38870","80173","1"
"35716","39808","80173","1"
"35716","39808","78744","1"
"35716","39808","78744","1"
"35419","39808","78744","1"
"35419","39411","78744","1"
"35419","39411","78573","1"
"35419","39411","78573","1"
"34904","39411","78573","1"
"34904","39574","78573","1"
"34904","39574","78867","1"
"34904","39574","78867","1"
"35003","39574","78867","1"
"35003","39871","78867","1"
"35003","39871","78572","1"
"35003","39871","78572","1"
"34962","39871","78572","1"
"34962","39543","78572","1"
"34962","39543","78882","1"
"34962","39543","78882","1"
"34639","39543","78882","1"
"34639","39735","78882","1"
"34639","39735","78480","1"
"34639","39735","78480","1"
"34955","39735","78480","1"
"34955","39725","78480","1"
"34955","39725","79241","1"
"34955","39725","79241","1"
"34619","39725","79241","1"
"34619","39737","79241","1"
"34619","39737","78500","1"
"34619","39737","78500","1"
"34686","39737","78500","1"
"34686","39327","78500","1"
"34686","39327","79241","1"
"34686","39327","79241","1"
"34727","39327","79241","1"
"34727","39187","79241","1"
"34727","39187","79256","1"
"34727","39187","79256","1"
"34824","39187","79256","1"
"34824","38944","79256","1"
"34824","38944","79895","1"
"34824","38944","79895","1"
"34622","38944","79895","1"
"34622","38699","79895","1"
"34622","38699","79805","1"
"34622","38699","79805","1"
"34996","38699","79805","1"
"34996","39299","79805","1"
"34996","39299","79286","1"
"34996","39299","79286","1"
"34344","39299","79286","1"
"34344","38975","79286","1"
"34344","38975","79870","1"
"34344","38975","79870","1"
"34998","38975","79870","1"
"34998","38797","79870","1"
"34998","38797","79820","1"
"34998","38797","79820","1"
"34728","38797","79820","1"
"34728","39180","79820","1"
"34728","39180","79267","1"
"34728","39180","79267","1"
"34988","39180","79267","1"
"34988","39353","79267","1"
"34988","39353","79267","1"
"34988","39353","79267","1"
"34509","39353","79267","1"
"34509","39397","79267","1"
"34509","39397","79287","1"
"34509","39397","79287","1"
"34684","39397","79287","1"
"34684","39167","79287","1"
"34684","39167","79718","1"
"34684","39167","79718","1"
"34141","39167","79718","1"
"34141","38775","79718","1"
"34141","38775","80257","1"
"34141","38775","80257","1"
"34526","38775","80257","1"
"34526","38912","80257","1"
"34526","38912","80204","1"
"34526","38912","80204","1"
"34153","38912","80204","1"
"34153","39098","80204","1"
"34153","39098","79891","1"
"34153","39098","79891","1"
"34541","39098","79891","1"
"34541","38883","79891","1"
"34541","38883","79794","1"
"34541","38883","79794","1"
"34308","38883","79794","1"
"34308","39034","79794","1"
"34308","39034","80232","1"
"34308","39034","80232","1"
"34594","39034","80232","1"
"34594","38808","80232","1"
"34594","38808","79774","1"
"34594","38808","79774","1"
"34686","38808","79774","1"
"34686","38664","79774","1"
"34686","38664","80226","1"
"34686","38664","80226","1"
"34918","38664","80226","1"
"34918","38933","80226","1"
"34918","38933","79760","1"
"36462","42803","59944","1"
"36462","42803","59944","1"
"36239","42803","59944","1"
"36239","43851","59944","1"
"36239","43851","58953","1"
"36239","43851","58953","1"
"36113","43851","58953","1"
"36113","43598","58953","1"
"36113","43598","56395","1"
"36113","43598","56395","1"
"37728","43598","56395","1"
"37728","42998","56395","1"
"37728","42998","57979","1"
"37728","42998","57979","1"
"36220","42998","57979","1"
"36220","42320","57979","1"
"36220","42320","58490","1"
"36220","42320","58490","1"
"35517","42320","58490","1"
"35517","43049","58490","1"
"35517","43049","57680","1"
"35517","43049","57680","1"
"36581","43049","57680","1"
"36581","43004","57680","1"
"36581","43004","57961","1"
"36581","43004","57961","1"
"35886","43004","57961","1"
"35886","43297","57961","1"
"35886","43297","57550","1"
"35886","43297","57550","1"
"36101","43297","57550","1"
"36101","43648","57550","1"
"36101","43648","58182","1"
"36101","43648","58182","1"
"36404","43648","58182","1"
"36404","42878","58182","1"
"36404","42878","57587","1"
"36404","42878","57587","1"
"37467","42878","57587","1"
"37467","42766","57587","1"
"37467","42766","56772","1"
"37467","42766","56772","1"
"37522","42766","56772","1"
"37522","42675","56772","1"
"37522","42675","56706","1"
"37522","42675","56706","1"
"37668","42675","56706","1"
"37668","42708","56706","1"
"37668","42708","56994","1"
"37668","42708","56994","1"
"37686","42708","56994","1"
"37686","42964","56994","1"
"37686","42964","56760","1"
"37686","42964","56760","1"
"37877","42964","56760","1"
"37877","43082","56760","1"
"37877","43082","56938","1"
"37877","43082","56938","1"
"37690","43082","56938","1"
"37690","43459","56938","1"
"37690","43459","56787","1"
"37690","43459","56787","1"
"37797","43459","56787","1"
"37797","43386","56787","1"
"37797","43386","57079","1"
"37797","43386","57079","1"
"37681","43386","57079","1"
"37681","43370","57079","1"
"37681","43370","56621","1"
"37681","43370","56621","1"
"37459","43370","56621","1"
"37459","42819","56621","1"
"37459","42819","56495","1"
"37459","42819","56495","1"
"35735","42819","56495","1"
"35735","42939","56495","1"
"35735","42939","57616","1"
"35735","42939","57616","1"
"36642","42939","57616","1"
"36642","42794","57616","1"
"36642","42794","58067","1"
"36642","42794","58067","1"
"36310","42794","58067","1"
"36310","42977","58067","1"
"36310","42977","57353","1"
"36310","42977","57353","1"
"36396","42977","57353","1"
"36396","43385","57353","1"
"36396","43385","57182","1"
"36396","43385","57182","1"
"36838","43385","57182","1"
"36838","42882","57182","1"
"36838","42882","55814","1"
"36838","42882","55814","1"
"37582","42882","55814","1"
"37582","42722","55814","1"
"37582","42722","56615","1"
"37582","42722","56615","1"
"37236","42722","56615","1"
"37236","43208","56615","1"
"37236","43208","55978","1"
"37236","43208","55978","1"
"37522","43208","55978","1"
"37522","42889","55978","1"
"37522","42889","56832","1"
"37522","42889","56832","1"
"37442","42889","56832","1"
"37442","43449","56832","1"
"37442","43449","56580","1"
"37442","43449","56580","1"
"37145","43449","56580","1"
"37145","43817","56580","1"
"37145","43817","56359","1"
"37145","43817","56359","1"
"37750","43817","56359","1"
"37750","42979","56359","1"
"37750","42979","56254","1"
"37750","42979","56254","1"
"37519","42979","56254","1"
"37519","42776","56254","1"
"37519","42776","56526","1"
"37519","42776","56526","1"
"37779","42776","56526","1"
"37779","42714","56526","1"
"37779","42714","55944","1"
"37779","42714","55944","1"
"37576","42714","55944","1"
"37576","43159","55944","1"
"37576","43159","56519","1"
"37576","43159","56519","1"
"37459","43159","56519","1"
"37459","43329","56519","1"
"37459","43329","56638","1"
"37459","43329","56638","1"
"37426","43329","56638","1"
"37426","43567","56638","1"
"37426","43567","55198","1"
"37426","43567","55198","1"
"37416","43567","55198","1"
"37416","42712","55198","1"
"37416","42712","56603","1"
"37416","42712","56603","1"
"37612","42712","56603","1"
"37612","42347","56603","1"
"37612","42347","55976","1"
"37612","42347","55976","1"
"37462","42347","55976","1"
"37462","43015","55976","1"
"37462","43015","56802","1"
"37462","43015","56802","1"
"37428","43015","56802","1"
"37428","43363","56802","1"
"37428","43363","56615","1"
"37428","43363","56615","1"
"37388","43363","56615","1"
"37388","43584","56615","1"
"37388","43584","54933","1"
"37388","43584","54933","1"
"36593","43584","54933","1"
"36593","42378","54933","1"
"36593","42378","56239","1"
"36593","42378","56239","1"
"36526","42378","56239","1"
"36526","42923","56239","1"
"36526","42923","56497","1"
"36526","42923","56497","1"
"36263","42923","56497","1"
"36263","43853","56497","1"
"36263","43853","55148","1"
"36263","43853","55148","1"
"35796","43853","55148","1"
"35796","42978","55148","1"
"35796","42978","56262","1"
"35796","42978","56262","1"
"35880","42978","56262","1"
"35880","43279","56262","1"
"35880","43279","56738","1"
"35880","43279","56738","1"
"36263","43279","56738","1"
"36263","43836","56738","1"
"36263","43836","55172","1"
"36263","43836","55172","1"
"35804","43836","55172","1"
"35804","42952","55172","1"
"35804","42952","56270","1"
"35804","42952","56270","1"
"35998","42952","56270","1"
"35998","43162","56270","1"
"35998","43162","56758","1"
"35998","43162","56758","1"
"36267","43162","56758","1"
"36267","43843","56758","1"
"36267","43843","55077","1"
"36267","43843","55077","1"
"35479","43843","55077","1"
"35479","42675","55077","1"
"35479","42675","55937","1"
"35479","42675","55937","1"
"35958","42675","55937","1"
"35958","43447","55937","1"
"35958","43447","56024","1"
"35958","43447","56024","1"
"36614","43447","56024","1"
"36614","42624","56024","1"
"36614","42624","56339","1"
"36614","42624","56339","1"
"35885","42624","56339","1"
"35885","42724","56339","1"
"35885","42724","56048","1"
"35885","42724","56048","1"
"35651","42724","56048","1"
"35651","43791","56048","1"
"35651","43791","55815","1"
"35651","43791","55815","1"
"36191","43791","55815","1"
"36191","42326","55815","1"
"36191","42326","56517","1"
"36191","42326","56517","1"
"36219","42326","56517","1"
"36219","42846","56517","1"
"36219","42846","56336","1"
"36219","42846","56336","1"
"35728","42846","56336","1"
"35728","43638","56336","1"
"35728","43638","55075","1"
"35728","43638","55075","1"
"35169","43638","55075","1"
"35169","43000","55075","1"
"35169","43000","55928","1"
"35169","43000","55928","1"
"35368","43000","55928","1"
"35368","43513","55928","1"
"35368","43513","56625","1"
"35368","43513","56625","1"
"35718","43513","56625","1"
"35718","42413","56625","1"
"35718","42413","56630","1"
"35718","42413","56630","1"
"36035","42413","56630","1"
"36035","42875","56630","1"
"36035","42875","56425","1"
"36035","42875","56425","1"
"35875","42875","56425","1"
"35875","43617","56425","1"
"35875","43617","57112","1"
