A,B,C,G,,,,,,,,,
89375,39184,55729,4,364.67,304.98,-113.00,36.88,,,,,
89375,39184,51409,4,270.61,314.18,-114.79,37.02,,,,,
89375,39184,51409,4,200.63,315.01,-115.11,37.04,,,,,
95041,39184,51409,4,124.19,320.18,-117.97,37.27,,,,,
95041,39395,51409,4,78.35,323.33,-119.14,37.38,,,,,
95041,39395,50096,4,37.89,323.55,-121.11,37.51,,,,,
95041,39395,50096,4,34.86,322.04,-121.13,37.53,,,,,
94744,39395,50096,4,0.46,319.40,-127.82,37.76,,,,,
94744,39686,50096,4,-8.58,312.57,-127.66,37.87,,,,,
94744,39686,49491,4,-21.17,304.44,-128.48,38.00,,,,,
94744,39686,49491,4,-7.94,303.12,-128.64,38.02,,,,,
85705,39686,49491,4,-25.73,301.18,-130.81,38.23,,,,,
85705,39898,49491,4,-14.24,300.93,-133.34,38.34,,,,,
85705,39898,52400,4,5.91,303.96,-137.17,38.47,,,,,
85705,39898,52400,4,18.65,303.32,-137.81,38.50,,,,,
75552,39898,52400,4,25.09,297.45,-143.63,38.68,,,,,
75552,39404,52400,4,33.22,292.11,-145.59,38.79,,,,,
75552,39404,52095,4,27.75,289.20,-143.41,38.92,,,,,
75552,39404,52095,4,33.86,289.77,-143.18,38.95,,,,,
75321,39404,52095,4,33.65,288.96,-142.44,39.13,,,,,
75321,39426,52095,4,41.38,289.75,-143.40,39.24,,,,,
75321,39426,51510,4,44.91,290.99,-143.05,39.38,,,,,
75321,39426,51510,4,47.75,291.36,-142.93,39.40,,,,,
60251,39426,51510,4,47.03,289.64,-141.12,39.56,,,,,
60251,40419,51510,4,44.52,287.81,-140.05,39.67,,,,,
60251,40419,51685,4,48.11,288.89,-139.89,39.80,,,,,
60251,40419,51685,4,50.01,290.86,-139.90,39.83,,,,,
76308,40419,51685,4,54.80,295.40,-139.99,40.01,,,,,
76308,41934,51685,4,55.50,297.42,-139.27,40.13,,,,,
76308,41934,51727,4,45.73,296.24,-134.94,40.26,,,,,
76308,41934,51727,4,45.28,295.64,-133.21,40.29,,,,,
76298,41934,51727,4,-17.13,305.51,-113.42,40.47,,,,,
76298,42811,51727,4,-36.07,317.27,-107.73,40.59,,,,,
76298,42811,51579,4,82.91,328.66,-107.45,40.72,,,,,
76298,42811,51579,4,155.54,332.15,-107.01,40.75,,,,,
75992,42811,51579,4,243.55,342.36,-105.98,40.93,,,,,
75992,40465,51579,4,294.33,349.50,-104.39,41.04,,,,,
75992,40465,53764,4,339.50,358.82,-102.14,41.18,,,,,
75992,40465,53764,4,345.19,357.58,-101.84,41.21,,,,,
75486,40465,53764,4,345.19,357.58,-95.83,41.39,,,,,
75486,40810,53764,4,345.19,357.58,-93.84,41.50,,,,,
75486,40810,55009,4,345.19,357.58,-95.35,41.64,,,,,
75486,40810,55009,4,345.19,357.58,-95.79,41.67,,,,,
75403,40810,55009,4,345.19,357.58,-98.76,41.85,,,,,
75403,41648,55009,4,345.19,357.58,-99.62,41.96,,,,,
75403,41648,55898,4,345.19,357.58,-99.95,42.11,,,,,
75403,41648,55898,4,345.19,357.58,-100.00,42.13,,,,,
76866,41648,55898,4,345.19,357.58,-102.92,42.32,,,,,
76866,41993,55898,4,345.19,357.58,-107.02,42.43,,,,,
76866,41993,59849,4,345.19,357.58,-108.67,42.58,,,,,
76866,41993,59849,4,345.19,357.58,-108.94,42.61,,,,,
79182,41993,59849,4,345.19,357.58,-111.32,42.80,,,,,
79182,41858,59849,4,345.19,357.58,-112.92,42.91,,,,,
79182,41858,58552,4,345.19,357.58,-117.16,43.06,,,,,
79182,41858,58552,4,345.19,357.58,-117.62,43.08,,,,,
76473,41858,58552,4,345.19,357.58,-129.59,43.27,,,,,
76473,41434,58552,4,345.19,357.58,-132.38,43.38,,,,,
76473,41434,51970,4,282.95,-14.47,-139.06,43.51,,,,,
76473,41434,51970,4,301.37,-4.61,-140.26,43.54,,,,,
73863,41434,51970,4,215.43,-33.94,-147.71,43.72,,,,,
73863,40817,51970,4,145.26,-38.00,-152.40,43.83,,,,,
73863,40817,51693,4,92.88,-44.83,-159.62,43.97,,,,,
73863,40817,51693,4,69.67,-31.73,-160.90,43.99,,,,,
82553,40817,51693,4,22.95,-56.63,-170.59,44.19,,,,,
82553,39960,51693,4,2.90,55.86,-175.62,44.30,,,,,
82553,39960,49241,4,-13.27,149.93,-181.71,44.43,,,,,
82553,39960,49241,4,-7.14,203.71,-182.82,44.46,,,,,
75650,39960,49241,4,-26.62,269.94,-188.80,44.64,,,,,
75650,39078,49241,4,-20.76,312.41,-193.07,44.75,,,,,
75650,39078,49222,4,-16.07,346.52,-196.66,44.88,,,,,
75650,39078,49222,4,-5.04,347.53,-197.29,44.90,,,,,
75611,39078,49222,4,-5.04,347.53,-202.07,45.09,,,,,
75611,40230,49222,4,-5.04,347.53,-205.38,45.20,,,,,
75611,40230,49843,4,-5.04,347.53,-208.83,45.33,,,,,
75611,40230,49843,4,-5.04,347.53,-209.41,45.35,,,,,
75379,40230,49843,4,-5.04,347.53,-208.75,45.53,,,,,
75379,40379,49843,4,-5.04,347.53,-208.10,45.64,,,,,
75379,40379,50269,4,-5.04,347.53,-206.14,45.77,,,,,
75379,40379,50269,4,-5.04,347.53,-206.11,45.80,,,,,
76066,40379,50269,4,-5.04,347.53,-205.57,45.98,,,,,
76066,40153,50269,4,-5.04,347.53,-205.54,46.09,,,,,
76066,40153,49967,4,-5.04,347.53,-205.36,46.22,,,,,
76066,40153,49967,4,-5.04,347.53,-205.30,46.25,,,,,
74842,40153,49967,4,-5.04,347.53,-203.65,46.43,,,,,
74842,40793,49967,4,-5.04,347.53,-203.63,46.54,,,,,
74842,40793,50046,4,-5.04,347.53,-203.60,46.67,,,,,
74842,40793,50046,4,-5.04,347.53,-203.53,46.70,,,,,
76318,40793,50046,4,-5.04,347.53,-203.52,46.88,,,,,
76318,40066,50046,4,19.76,353.18,-202.93,46.99,,,,,
76318,40066,50328,4,6.81,350.21,-193.85,47.12,,,,,
76318,40066,50328,4,7.01,342.50,-190.89,47.15,,,,,
75361,40066,50328,4,-14.67,351.58,-180.40,47.33,,,,,
75361,38685,50328,4,-15.35,353.40,-176.71,47.44,,,,,
75361,38685,50936,4,-9.90,353.04,-174.93,47.57,,,,,
75361,38685,50936,4,-5.67,350.90,-174.55,47.60,,,,,
76240,38685,50936,4,-9.97,349.68,-170.34,47.78,,,,,
76240,38775,50936,4,100.46,349.63,-168.73,47.89,,,,,
76240,38775,51178,4,188.96,353.64,-165.45,48.02,,,,,
76240,38775,51178,4,235.19,352.88,-164.77,48.05,,,,,
72807,38775,51178,4,314.07,354.59,-164.21,48.23,,,,,
72807,38087,51178,4,352.52,354.98,-163.75,48.34,,,,,
72807,38087,50746,4,352.52,354.98,-163.58,48.47,,,,,
72807,38087,50746,4,352.52,354.98,-163.60,48.49,,,,,
73708,38087,50746,4,352.52,354.98,-163.01,48.67,,,,,
73708,38211,50746,4,352.52,354.98,-162.80,48.78,,,,,
73708,38211,50601,4,352.52,354.98,-161.03,48.91,,,,,
73708,38211,50601,4,352.52,354.98,-160.51,48.93,,,,,
73126,38211,50601,4,352.52,354.98,-160.02,49.11,,,,,
73126,38485,50601,4,352.52,354.98,-159.68,49.22,,,,,
73126,38485,51416,4,352.52,354.98,-159.81,49.35,,,,,
73126,38485,51416,4,352.52,354.98,-159.86,49.38,,,,,
75699,38485,51416,4,352.52,354.98,-158.59,49.56,,,,,
75699,38600,51416,4,352.52,354.98,-157.95,49.67,,,,,
75699,38600,53256,4,352.52,354.98,-157.17,49.80,,,,,
75699,38600,53256,4,352.52,354.98,-156.82,49.83,,,,,
74182,38600,53256,4,352.52,354.98,-153.71,50.01,,,,,
74182,39439,53256,4,352.52,354.98,-150.90,50.12,,,,,
74182,39439,54974,4,352.52,354.98,-149.40,50.26,,,,,
74182,39439,54974,4,352.52,354.98,-148.94,50.28,,,,,
71338,39439,54974,4,352.52,354.98,-147.57,50.46,,,,,
71338,39939,54974,4,352.52,354.98,-149.64,50.57,,,,,
71338,39939,55192,4,352.52,354.98,-151.77,50.71,,,,,
71338,39939,55192,4,352.52,354.98,-152.75,50.73,,,,,
67319,39939,55192,4,352.52,354.98,-164.56,50.90,,,,,
67319,40464,55192,4,352.52,354.98,-173.19,51.01,,,,,
67319,40464,51252,4,352.52,354.98,-175.64,51.14,,,,,
67319,40464,51252,4,352.52,354.98,-176.65,51.17,,,,,
73984,40464,51252,4,270.19,18.65,-179.23,51.35,,,,,
73984,40249,51252,4,178.97,13.11,-177.98,51.46,,,,,
73984,40249,52002,4,106.44,8.80,-178.00,51.59,,,,,
73984,40249,52002,4,76.17,21.49,-178.07,51.62,,,,,
74190,40249,52002,4,15.98,12.10,-178.61,51.80,,,,,
74190,40617,52002,4,-10.58,18.01,-179.10,51.91,,,,,
74190,40617,51812,4,-31.53,25.74,-179.76,52.05,,,,,
74190,40617,51812,4,-26.47,36.59,-179.85,52.07,,,,,
76118,40617,51812,4,-47.45,35.87,-179.78,52.26,,,,,
76118,40227,51812,4,-47.27,42.30,-179.80,52.37,,,,,
76118,40227,51207,4,-48.25,46.73,-180.32,52.50,,,,,
76118,40227,51207,4,-35.00,54.04,-180.39,52.53,,,,,
73593,40227,51207,4,-38.73,56.14,-180.82,52.71,,,,,
73593,40192,51207,4,-32.30,60.79,-180.70,52.82,,,,,
73593,40192,52102,4,-26.69,64.06,-180.58,52.95,,,,,
73593,40192,52102,4,-17.24,67.26,-180.58,52.98,,,,,
74011,40192,52102,4,-18.88,69.77,-180.54,53.16,,,,,
74011,40176,52102,4,-11.62,69.15,-180.09,53.27,,,,,
74011,40176,51943,4,-7.02,71.83,-180.62,53.40,,,,,
74011,40176,51943,4,-3.40,72.90,-180.71,53.43,,,,,
76040,40176,51943,4,-1.29,74.49,-180.63,53.61,,,,,
76040,40185,51943,4,3.25,75.34,-180.50,53.73,,,,,
76040,40185,51278,4,4.85,75.43,-180.58,53.86,,,,,
76040,40185,51278,4,6.51,75.19,-180.60,53.89,,,,,
74223,40185,51278,4,8.27,75.32,-180.15,54.07,,,,,
74223,40111,51278,4,9.92,75.88,-179.94,54.18,,,,,
74223,40111,52515,4,10.06,75.58,-180.05,54.31,,,,,
74223,40111,52515,4,9.49,75.37,-180.09,54.34,,,,,
73884,40111,52515,4,9.82,74.26,-180.01,54.52,,,,,
73884,40166,52515,4,7.97,72.27,-179.95,54.63,,,,,
73884,40166,52002,4,8.17,72.23,-179.83,54.76,,,,,
73884,40166,52002,4,8.07,71.77,-179.86,54.79,,,,,
75899,40166,52002,4,7.90,70.02,-179.90,54.97,,,,,
75899,40121,52002,4,7.62,69.02,-179.75,55.08,,,,,
75899,40121,52070,4,5.77,64.22,-178.88,55.22,,,,,
75899,40121,52070,4,4.80,62.44,-178.68,55.25,,,,,
73449,40121,52070,4,103.26,28.31,-174.61,55.42,,,,,
73449,38702,52070,4,183.58,16.68,-170.73,55.53,,,,,
73449,38702,54868,4,257.39,8.40,-166.88,55.67,,,,,
73449,38702,54868,4,286.26,10.87,-166.29,55.70,,,,,
75700,38702,54868,4,344.74,-2.86,-163.01,55.88,,,,,
75700,38633,54868,4,366.35,-6.66,-161.13,55.99,,,,,
75700,38633,54851,4,366.35,-6.66,-158.18,56.13,,,,,
75700,38633,54851,4,366.35,-6.66,-157.55,56.16,,,,,
74268,38633,54851,4,366.35,-6.66,-152.16,56.34,,,,,
74268,38537,54851,4,366.35,-6.66,-149.76,56.44,,,,,
74268,38537,51800,4,366.35,-6.66,-146.21,56.58,,,,,
74268,38537,51800,4,366.35,-6.66,-145.45,56.60,,,,,
84141,38537,51800,4,366.35,-6.66,-140.11,56.80,,,,,
84141,39851,51800,4,366.35,-6.66,-138.23,56.91,,,,,
84141,39851,51718,4,366.35,-6.66,-135.94,57.04,,,,,
84141,39851,51718,4,366.35,-6.66,-135.51,57.07,,,,,
94044,39851,51718,4,366.35,-6.66,-132.01,57.29,,,,,
94044,39411,51718,4,366.35,-6.66,-131.37,57.40,,,,,
94044,39411,53179,4,366.35,-6.66,-131.13,57.53,,,,,
94044,39411,53179,4,366.35,-6.66,-131.21,57.56,,,,,
88996,39411,53179,4,366.35,-6.66,-130.35,57.77,,,,,
88996,39373,53179,4,366.35,-6.66,-130.31,57.88,,,,,
88996,39373,53016,4,366.35,-6.66,-129.66,58.01,,,,,
88996,39373,53016,4,347.01,346.83,-129.53,58.04,,,,,
88853,39373,53016,4,342.29,360.29,-128.18,58.25,,,,,
88853,39093,53016,4,331.77,351.46,-128.29,58.36,,,,,
88853,39093,52455,4,323.15,344.04,-127.47,58.50,,,,,
88853,39093,52455,4,319.08,330.75,-127.39,58.52,,,,,
96590,39093,52455,4,313.73,333.81,-127.71,58.75,,,,,
96590,39030,52455,4,313.10,326.04,-128.37,58.86,,,,,
96590,39030,51649,4,311.01,317.52,-129.16,58.99,,,,,
96590,39030,51649,4,308.66,309.44,-129.26,59.02,,,,,
89316,39030,51649,4,307.29,303.70,-130.39,59.23,,,,,
89316,38918,51649,4,305.75,299.39,-130.61,59.34,,,,,
89316,38918,53331,4,306.23,296.63,-131.15,59.48,,,,,
89316,38918,53331,4,306.00,294.06,-131.35,59.50,,,,,
87799,38918,53331,4,303.15,291.13,-131.11,59.71,,,,,
87799,38951,53331,4,302.47,289.73,-132.03,59.82,,,,,
87799,38951,54553,4,301.88,287.48,-131.50,59.96,,,,,
87799,38951,54553,4,303.13,287.08,-131.40,59.98,,,,,
94606,38951,54553,4,305.00,286.50,-131.38,60.21,,,,,
94606,38983,54553,4,304.72,286.45,-131.93,60.32,,,,,
94606,38983,55534,4,308.23,287.99,-131.42,60.46,,,,,
94606,38983,55534,4,309.82,289.03,-131.26,60.48,,,,,
86180,38983,55534,4,311.32,290.63,-132.19,60.69,,,,,
86180,38751,55534,4,310.43,289.94,-131.53,60.80,,,,,
86180,38751,53165,4,306.61,286.26,-131.24,60.93,,,,,
86180,38751,53165,4,306.73,286.32,-131.28,60.96,,,,,
83655,38751,53165,4,310.63,298.19,-131.17,61.16,,,,,
83655,38588,53165,4,311.52,295.91,-131.74,61.27,,,,,
83655,38588,54787,4,312.30,297.50,-132.97,61.41,,,,,
83655,38588,54787,4,312.60,297.74,-133.20,61.43,,,,,
83366,38588,54787,4,316.35,300.75,-133.26,61.63,,,,,
83366,38636,54787,4,318.27,303.25,-134.78,61.74,,,,,
83366,38636,56540,4,324.85,322.80,-139.68,61.89,,,,,
83366,38636,56540,4,326.24,324.84,-140.07,61.91,,,,,
75450,38636,56540,4,331.87,355.71,-146.98,62.09,,,,,
75450,38730,56540,4,340.57,361.81,-152.09,62.20,,,,,
75450,38730,56088,4,340.57,361.81,-155.87,62.35,,,,,
75450,38730,56088,4,340.57,361.81,-156.45,62.37,,,,,
72655,38730,56088,4,359.76,269.86,-163.95,62.55,,,,,
72655,38744,56088,4,359.76,269.86,-164.09,62.66,,,,,
72655,38744,54778,4,358.47,154.05,-164.97,62.80,,,,,
72655,38744,54778,4,357.99,117.27,-165.31,62.82,,,,,
75381,38744,54778,4,261.34,56.64,-174.76,63.01,,,,,
75381,39436,54778,4,173.60,30.43,-175.99,63.11,,,,,
75381,39436,55036,4,98.77,6.76,-177.02,63.26,,,,,
75381,39436,55036,4,71.25,13.86,-177.15,63.28,,,,,
75436,39436,55036,4,8.31,-13.44,-174.87,63.46,,,,,
75436,40036,55036,4,-16.46,-19.36,-174.80,63.57,,,,,
75436,40036,55131,4,-30.79,-36.94,-187.02,63.72,,,,,
75436,40036,55131,4,-20.09,-21.62,-189.31,63.74,,,,,
74780,40036,55131,4,-24.49,-55.99,-218.85,63.92,,,,,
74780,38690,55131,4,-17.48,-60.40,-235.86,64.03,,,,,
74780,38690,52543,4,-5.51,40.08,-255.34,64.17,,,,,
74780,38690,52543,4,6.01,114.09,-258.41,64.19,,,,,
73061,38690,52543,4,6.20,187.34,-270.82,64.37,,,,,
73061,38713,52543,4,12.39,238.57,-281.20,64.48,,,,,
73061,38713,55690,4,7.80,281.18,-287.12,64.62,,,,,
73061,38713,55690,4,13.75,290.89,-288.17,64.65,,,,,
66538,38713,55690,4,5.57,323.11,-291.66,64.81,,,,,
66538,39015,55690,4,8.13,334.82,-293.05,64.92,,,,,
66538,39015,54585,4,8.66,351.28,-296.95,65.06,,,,,
66538,39015,54585,4,10.85,341.97,-297.55,65.09,,,,,
64807,39015,54585,4,4.76,359.20,-299.68,65.25,,,,,
64807,40111,54585,4,4.76,359.20,-299.07,65.36,,,,,
64807,40111,55295,4,-9.53,355.22,-299.85,65.50,,,,,
64807,40111,55295,4,83.34,344.53,-299.84,65.53,,,,,
62106,40111,55295,4,73.70,348.71,-300.97,65.68,,,,,
62106,40462,55295,4,161.40,341.63,-300.48,65.79,,,,,
62106,40462,51021,4,126.41,337.84,-297.98,65.93,,,,,
62106,40462,51021,4,97.40,330.50,-297.76,65.95,,,,,
59993,40462,51021,4,75.53,329.76,-296.54,66.10,,,,,
59993,40608,51021,4,55.93,324.64,-296.22,66.22,,,,,
59993,40608,51775,4,40.97,321.75,-296.16,66.35,,,,,
59993,40608,51775,4,31.60,318.30,-296.25,66.38,,,,,
61701,40608,51775,4,22.58,316.24,-300.16,66.53,,,,,
61701,40436,51775,4,9.86,316.85,-298.37,66.64,,,,,
61701,40436,52914,4,103.33,322.34,-295.30,66.78,,,,,
61701,40436,52914,4,169.07,321.54,-294.77,66.81,,,,,
61617,40436,52914,4,142.96,319.13,-294.48,66.96,,,,,
61617,40480,52914,4,113.11,315.10,-295.55,67.07,,,,,
61617,40480,52499,4,88.65,308.94,-297.97,67.21,,,,,
61617,40480,52499,4,158.21,307.32,-298.28,67.23,,,,,
61608,40480,52499,4,127.25,305.00,-297.41,67.39,,,,,
61608,40637,52499,4,94.89,306.24,-296.63,67.50,,,,,
61608,40637,52363,4,57.59,307.85,-290.90,67.64,,,,,
61608,40637,52363,4,42.44,309.09,-290.19,67.66,,,,,
62190,40637,52363,4,25.88,307.30,-290.36,67.82,,,,,
62190,40351,52363,4,8.59,307.20,-286.52,67.93,,,,,
62190,40351,51513,4,-22.23,306.00,-275.00,68.06,,,,,
62190,40351,51513,4,-22.04,306.09,-272.52,68.09,,,,,
65063,40351,51513,4,-52.51,308.04,-259.55,68.25,,,,,
65063,39707,51513,4,-55.21,309.16,-253.82,68.36,,,,,
65063,39707,55052,4,33.84,321.63,-242.81,68.50,,,,,
65063,39707,55052,4,112.27,323.37,-241.38,68.53,,,,,
67282,39707,55052,4,193.07,325.60,-235.18,68.69,,,,,
67282,41107,55052,4,222.40,327.09,-221.93,68.81,,,,,
67282,41107,55012,4,287.51,325.18,-213.41,68.95,,,,,
67282,41107,55012,4,303.72,323.66,-212.09,68.98,,,,,
73663,41107,55012,4,377.24,314.40,-209.56,69.15,,,,,
73663,41407,55012,4,377.24,314.40,-213.05,69.27,,,,,
73663,41407,55147,4,377.24,314.40,-216.60,69.41,,,,,
73663,41407,55147,4,377.24,314.40,-217.47,69.43,,,,,
68869,41407,55147,4,377.24,314.40,-219.27,69.60,,,,,
68869,41471,55147,4,377.24,314.40,-220.99,69.71,,,,,
68869,41471,55970,4,377.24,314.40,-222.73,69.86,,,,,
68869,41471,55970,4,377.24,314.40,-222.70,69.88,,,,,
67036,41471,55970,4,377.24,314.40,-226.59,70.05,,,,,
67036,40462,55970,4,377.24,314.40,-226.65,70.16,,,,,
67036,40462,56418,4,377.24,314.40,-227.68,70.30,,,,,
67036,40462,56418,4,377.24,314.40,-227.48,70.33,,,,,
67353,40462,56418,4,377.24,314.40,-229.66,70.49,,,,,
67353,40634,56418,4,377.24,314.40,-229.10,70.60,,,,,
67353,40634,55419,4,377.24,314.40,-230.05,70.75,,,,,
67353,40634,55419,4,377.24,314.40,-230.21,70.77,,,,,
65319,40634,55419,4,273.68,6.40,-232.84,70.93,,,,,
65319,39414,55419,4,195.64,-8.05,-238.12,71.04,,,,,
65319,39414,55325,4,130.86,-24.41,-248.16,71.18,,,,,
65319,39414,55325,4,99.41,-13.44,-249.53,71.21,,,,,
65487,39414,55325,4,57.65,-28.84,-260.13,71.37,,,,,
65487,39168,55325,4,36.42,-29.64,-265.56,71.48,,,,,
65487,39168,52867,4,15.36,-28.79,-268.38,71.62,,,,,
65487,39168,52867,4,18.20,-16.22,-268.70,71.64,,,,,
71728,39168,52867,4,2.10,-17.03,-271.02,71.82,,,,,
71728,39194,52867,4,4.61,-11.44,-274.83,71.93,,,,,
71728,39194,52947,4,13.14,-10.69,-284.84,72.06,,,,,
71728,39194,52947,4,24.57,-4.95,-286.12,72.09,,,,,
65515,39194,52947,4,25.67,-4.02,-291.08,72.25,,,,,
65515,39387,52947,4,31.35,1.59,-294.35,72.36,,,,,
65515,39387,53567,4,37.74,109.68,-301.46,72.50,,,,,
65515,39387,53567,4,46.70,176.53,-303.00,72.53,,,,,
61656,39387,53567,4,50.69,242.72,-311.14,72.68,,,,,
61656,39568,53567,4,56.44,286.63,-316.15,72.79,,,,,
61656,39568,55720,4,58.58,323.33,-321.99,72.93,,,,,
61656,39568,55720,4,62.83,324.38,-323.27,72.96,,,,,
60435,39568,55720,4,62.44,347.32,-330.82,73.11,,,,,
60435,39485,55720,4,62.38,350.08,-335.50,73.22,,,,,
60435,39485,55080,4,61.55,351.04,-338.37,73.36,,,,,
60435,39485,55080,4,62.95,339.81,-338.55,73.39,,,,,
59033,39485,55080,4,63.78,336.34,-340.37,73.54,,,,,
59033,39213,55080,4,67.12,329.31,-340.40,73.65,,,,,
59033,39213,56551,4,68.53,322.59,-340.46,73.79,,,,,
59033,39213,56551,4,70.78,313.75,-340.62,73.82,,,,,
59414,39213,56551,4,73.35,309.99,-340.51,73.97,,,,,
59414,39303,56551,4,74.78,304.84,-339.15,74.08,,,,,
59414,39303,56160,4,74.31,294.68,-331.82,74.22,,,,,
59414,39303,56160,4,76.32,290.25,-330.68,74.25,,,,,
61246,39303,56160,4,75.28,287.39,-326.03,74.40,,,,,
61246,39418,56160,4,75.46,292.95,-327.12,74.51,,,,,
61246,39418,55921,4,77.16,292.23,-326.39,74.65,,,,,
61246,39418,55921,4,77.04,292.18,-325.93,74.68,,,,,
60323,39418,55921,4,75.31,287.03,-319.90,74.83,,,,,
60323,39341,55921,4,72.49,288.20,-312.43,74.94,,,,,
60323,39341,55247,4,65.57,300.11,-305.38,75.08,,,,,
60323,39341,55247,4,65.72,310.48,-304.16,75.11,,,,,
67735,39341,55247,4,40.36,213.79,-288.52,75.28,,,,,
67735,38949,55247,4,20.39,143.07,-277.56,75.38,,,,,
67735,38949,53281,4,-11.26,84.27,-263.98,75.52,,,,,
67735,38949,53281,4,-12.35,61.20,-260.77,75.55,,,,,
73114,38949,53281,4,70.78,13.01,-249.43,75.73,,,,,
73114,38696,53281,4,148.04,-11.29,-241.90,75.83,,,,,
73114,38696,52008,4,225.87,72.69,-233.00,75.97,,,,,
73114,38696,52008,4,258.34,142.98,-231.29,75.99,,,,,
75266,38696,52008,4,330.91,194.16,-227.33,76.18,,,,,
75266,38786,52008,4,359.82,235.17,-224.05,76.29,,,,,
75266,38786,51607,4,359.82,235.17,-221.71,76.42,,,,,
75266,38786,51607,4,359.82,235.17,-221.31,76.44,,,,,
76012,38786,51607,4,359.82,235.17,-220.16,76.63,,,,,
76012,39002,51607,4,359.82,235.17,-220.63,76.74,,,,,
76012,39002,53768,4,359.82,235.17,-219.03,76.87,,,,,
76012,39002,53768,4,359.82,235.17,-218.95,76.90,,,,,
73147,39002,53768,4,359.82,235.17,-220.93,77.08,,,,,
73147,39206,53768,4,359.82,235.17,-222.52,77.18,,,,,
73147,39206,51641,4,359.82,235.17,-223.83,77.32,,,,,
73147,39206,51641,4,359.82,235.17,-224.19,77.34,,,,,
75467,39206,51641,4,359.82,235.17,-225.75,77.53,,,,,
75467,38434,51641,4,359.82,235.17,-232.01,77.63,,,,,
75467,38434,52766,4,359.82,235.17,-240.96,77.77,,,,,
75467,38434,52766,4,359.82,235.17,-242.88,77.79,,,,,
74140,38434,52766,4,275.26,308.62,-250.83,77.97,,,,,
74140,38716,52766,4,203.89,224.39,-254.29,78.08,,,,,
74140,38716,52583,4,143.57,151.75,-257.30,78.22,,,,,
74140,38716,52583,4,117.61,111.79,-257.95,78.25,,,,,
69829,38716,52583,4,75.77,158.95,-266.69,78.42,,,,,
69829,38978,52583,4,52.87,202.97,-270.41,78.52,,,,,
69829,38978,52125,4,34.00,240.99,-276.44,78.66,,,,,
69829,38978,52125,4,38.73,265.23,-277.63,78.69,,,,,
64735,38978,52125,4,24.10,284.46,-284.47,78.85,,,,,
64735,39054,52125,4,21.67,299.08,-288.83,78.96,,,,,
64735,39054,54409,4,20.93,306.58,-295.36,79.10,,,,,
64735,39054,54409,4,30.70,306.82,-296.25,79.12,,,,,
61238,39054,54409,4,32.09,314.70,-299.14,79.28,,,,,
61238,39198,54409,4,35.25,306.48,-300.92,79.38,,,,,
61238,39198,55615,4,36.22,302.84,-299.90,79.53,,,,,
61238,39198,55615,4,44.12,299.76,-299.10,79.55,,,,,
60722,39198,55615,4,45.66,297.04,-301.65,79.71,,,,,
60722,39111,55615,4,49.43,294.89,-304.02,79.81,,,,,
60722,39111,55245,4,50.92,291.14,-305.90,79.96,,,,,
60722,39111,55245,4,56.52,289.50,-306.29,79.98,,,,,
61082,39111,55245,4,56.69,288.53,-307.73,80.14,,,,,
61082,39164,55245,4,58.14,289.20,-309.81,80.24,,,,,
61082,39164,55867,4,58.26,290.95,-311.80,80.39,,,,,
61082,39164,55867,4,60.38,291.44,-312.06,80.41,,,,,
60424,39164,55867,4,59.17,293.96,-312.83,80.57,,,,,
60424,39282,55867,4,58.11,297.38,-312.36,80.67,,,,,
60424,39282,55882,4,57.78,301.16,-311.86,80.82,,,,,
60424,39282,55882,4,57.47,303.05,-311.90,80.84,,,,,
63216,39282,55882,4,53.95,295.90,-307.87,81.00,,,,,
63216,40261,55882,4,47.88,286.88,-297.12,81.11,,,,,
63216,40261,54521,4,39.41,292.27,-290.96,81.25,,,,,
63216,40261,54521,4,41.68,298.47,-289.65,81.28,,,,,
68321,40261,54521,4,48.13,320.83,-284.54,81.45,,,,,
68321,39886,54521,4,45.17,328.91,-279.65,81.56,,,,,
68321,39886,51646,4,24.30,321.57,-272.49,81.69,,,,,
68321,39886,51646,4,25.13,323.95,-270.90,81.72,,,,,
75447,39886,51646,4,-0.30,337.22,-260.86,81.90,,,,,
75447,38538,51646,4,-11.83,351.65,-254.34,82.01,,,,,
75447,38538,55431,4,-21.96,363.21,-246.90,82.15,,,,,
75447,38538,55431,4,-21.96,363.21,-244.93,82.18,,,,,
66213,38538,55431,4,-21.96,363.21,-239.87,82.34,,,,,
66213,38289,55431,4,-21.96,363.21,-237.08,82.45,,,,,
66213,38289,55696,4,216.77,265.36,-234.08,82.59,,,,,
66213,38289,55696,4,252.80,288.78,-233.50,82.61,,,,,
62787,38289,55696,4,311.18,301.07,-226.77,82.77,,,,,
62787,38522,55696,4,339.29,313.30,-221.60,82.88,,,,,
62787,38522,52084,4,371.58,320.12,-218.89,83.01,,,,,
62787,38522,52084,4,371.58,320.12,-218.35,83.04,,,,,
73842,38522,52084,4,371.58,320.12,-213.12,83.22,,,,,
73842,38826,52084,4,371.58,320.12,-210.07,83.33,,,,,
73842,38826,51078,4,371.58,320.12,-209.13,83.46,,,,,
73842,38826,51078,4,371.58,320.12,-209.03,83.48,,,,,
75604,38826,51078,4,371.58,320.12,-208.25,83.67,,,,,
75604,38588,51078,4,371.58,320.12,-207.56,83.77,,,,,
75604,38588,53006,4,371.58,320.12,-206.89,83.91,,,,,
75604,38588,53006,4,371.58,320.12,-206.81,83.94,,,,,
75292,38588,53006,4,371.58,320.12,-205.87,84.12,,,,,
